well_index,group_id,replicate_id,measurement_id,timestamp,RGB_R,RGB_G,RGB_B,LAB_L,LAB_A,LAB_B,HSV_H,HSV_S,HSV_V
0,1,1,well_00_rep_01,2026-01-05T12:18:57.923425,227.336,157.336,9.029,53.327,-108.743,104.003,357.929,71.345,77.243
0,1,2,well_00_rep_02,2026-01-05T12:18:57.934347,51.373,249.761,33.56,74.433,58.159,-6.976,20.619,22.96,45.46
0,1,3,well_00_rep_03,2026-01-05T12:18:57.939085,196.771,131.128,50.407,40.415,-81.866,11.003,70.498,25.923,10.826
0,1,4,well_00_rep_04,2026-01-05T12:18:57.944141,76.423,212.328,139.518,11.304,116.253,-41.937,259.551,5.885,94.544
0,1,5,well_00_rep_05,2026-01-05T12:18:57.951695,195.567,249.8,88.568,98.675,14.289,10.15,89.918,95.113,0.399
0,1,6,well_00_rep_06,2026-01-05T12:18:57.956417,1.453,209.506,79.82,96.406,42.628,2.98,1.638,93.911,28.692
1,1,1,well_01_rep_01,2026-01-05T12:18:57.961153,226.448,50.833,38.687,95.363,-94.756,9.785,303.472,62.66,19.695
1,1,2,well_01_rep_02,2026-01-05T12:18:57.966724,150.737,57.092,175.258,52.707,-50.865,-48.827,32.689,25.566,61.927
1,1,3,well_01_rep_03,2026-01-05T12:18:57.972650,73.026,199.873,148.765,68.392,76.061,87.454,68.041,61.875,46.548
1,1,4,well_01_rep_04,2026-01-05T12:18:57.978170,165.475,249.336,124.973,39.283,-127.889,39.664,26.416,57.713,34.017
1,1,5,well_01_rep_05,2026-01-05T12:18:57.983755,159.01,49.586,26.954,35.759,-53.422,-122.431,208.896,77.285,95.205
1,1,6,well_01_rep_06,2026-01-05T12:18:57.985764,64.498,44.547,83.952,8.898,-92.451,6.44,127.475,40.877,69.003
2,1,1,well_02_rep_01,2026-01-05T12:18:57.994698,47.547,3.316,186.634,29.892,-51.625,-0.089,247.09,58.615,34.647
2,1,2,well_02_rep_02,2026-01-05T12:18:57.997699,5.098,193.966,136.925,49.179,-30.958,-86.266,44.568,52.295,77.867
2,1,3,well_02_rep_03,2026-01-05T12:18:58.003355,164.88,88.016,83.809,21.226,79.113,25.684,173.368,39.237,49.499
2,1,4,well_02_rep_04,2026-01-05T12:18:58.007380,91.622,78.762,175.129,26.694,3.39,17.024,221.556,96.059,51.897
2,1,5,well_02_rep_05,2026-01-05T12:18:58.012521,101.607,198.94,247.907,73.534,122.61,-98.881,104.4,77.174,89.839
2,1,6,well_02_rep_06,2026-01-05T12:18:58.017267,118.738,117.182,176.026,32.317,20.711,-94.729,30.44,94.68,48.873
3,1,1,well_03_rep_01,2026-01-05T12:18:58.022044,94.988,4.426,254.807,80.25,27.429,13.003,251.603,75.639,70.056
