well_index,group_id,num_replicates,RGB_R_mean,RGB_R_std,RGB_G_mean,RGB_G_std,RGB_B_mean,RGB_B_std,LAB_L_mean,LAB_L_std,LAB_A_mean,LAB_A_std,LAB_B_mean,LAB_B_std,HSV_H_mean,HSV_H_std,HSV_S_mean,HSV_S_std,HSV_V_mean,HSV_V_std
0,1,6,106.457,82.145,130.043,50.958,73.33,83.59,53.696,37.361,-2.599,41.105,-1.046,73.077,140.98,93.383,30.589,24.902,49.215,27.479
1,1,6,69.252,39.55,125.977,80.468,129.145,88.11,52.159,35.346,-72.863,52.469,13.988,57.831,211.581,79.402,58.787,38.451,53.67,26.69
2,1,6,157.888,50.484,92.122,24.683,132.914,87.103,40.917,25.249,-2.637,74.402,8.651,76.195,186.136,106.653,60.478,27.011,44.596,30.343
3,1,6,147.97,95.008,128.484,71.361,119.001,90.487,32.718,23.341,14.919,75.556,32.049,71.681,192.767,109.395,78.4,14.061,42.413,29.496
4,1,6,131.739,65.176,85.351,36.703,115.208,100.199,28.531,29.029,-26.388,77.009,0.775,85.388,203.145,125.966,50.809,32.677,53.21,29.763
5,1,6,132.124,64.044,133.859,79.111,92.868,45.228,50.445,29.678,38.052,57.465,-10.745,85.44,185.373,151.521,46.664,25.929,84.447,11.818
6,2,6,119.896,99.389,167.666,80.347,134.854,59.272,46.588,23.173,-34.398,36.463,-17.845,112.177,193.072,110.562,70.015,21.031,46.87,34.168
7,2,6,111.465,68.7,129.428,96.234,103.78,70.983,43.575,27.825,25.728,68.627,-11.274,75.295,176.672,92.478,38.962,29.378,46.171,34.534
8,2,6,116.619,34.752,150.275,105.575,121.986,47.319,60.006,35.103,-47.775,78.737,-23.069,106.27,145.288,91.073,52.807,29.54,55.32,38.548
9,2,6,149.993,95.427,97.025,75.575,135.106,91.057,70.33,21.106,-11.034,52.775,-12.273,93.113,213.289,98.394,45.429,24.816,41.633,35.443
10,2,6,120.652,100.553,111.83,83.107,111.012,74.474,49.214,38.372,-49.135,56.456,9.966,39.828,216.366,81.866,45.259,38.029,54.244,29.129
11,2,6,148.191,76.578,109.978,104.7,170.867,63.073,40.261,17.008,-6.491,74.365,-1.476,27.923,168.495,103.149,44.728,36.825,35.753,22.924
12,3,6,142.202,94.641,139.342,72.853,175.014,49.289,31.482,16.389,10.942,71.44,-9.442,58.083,210.981,113.713,53.541,27.644,33.426,34.782
13,3,6,191.594,57.625,179.77,43.774,148.252,47.772,43.338,24.697,-9.766,89.402,-39.05,90.083,225.263,54.256,42.804,24.217,48.321,36.869
14,3,6,124.542,46.37,183.556,70.454,148.957,75.23,39.783,24.405,-8.958,81.222,-29.737,86.55,122.502,94.357,54.446,31.244,48.323,36.42
15,3,6,80.479,34.36,156.478,47.954,116.22,48.943,61.863,20.804,2.421,39.584,-33.32,83.714,161.233,117.449,44.274,30.421,58.601,17.206
16,3,6,140.395,64.961,122.509,87.704,163.999,51.679,40.054,27.692,-8.101,89.318,-22.877,64.49,119.337,117.856,45.198,35.1,48.676,37.701
17,3,6,157.8,60.143,125.339,77.796,142.148,104.291,46.171,43.01,27.338,41.862,34.884,35.842,114.575,97.12,56.427,24.272,36.502,24.739
18,4,6,160.593,56.725,67.687,62.639,113.296,105.945,62.579,21.977,16.588,107.705,-26.993,111.796,178.46,115.487,49.526,32.223,45.673,31.312
19,4,6,113.972,78.107,114.375,93.243,92.704,86.062,41.91,36.66,51.26,79.457,59.49,35.733,145.983,124.039,86.786,9.621,64.769,18.507
20,4,6,101.529,60.52,139.066,87.776,157.971,76.33,44.422,25.736,14.159,59.106,-2.058,58.286,218.734,116.292,39.99,32.52,48.597,17.392
21,4,6,93.935,90.087,114.855,64.277,118.936,79.225,55.164,28.14,-65.268,53.881,14.188,87.774,146.214,109.825,38.474,23.938,49.596,31.007
22,4,6,172.987,63.932,88.383,45.457,156.792,84.596,45.079,14.043,-2.273,60.575,-23.113,47.075,239.102,98.547,49.68,31.597,52.298,26.804
23,4,6,192.398,45.555,96.677,60.646,116.606,91.247,43.996,29.18,-35.387,69.421,21.14,66.824,221.817,72.428,68.183,24.355,86.816,4.975
