group_id,color_space,channel,group_mean,group_std,measurement_uncertainty,process_uncertainty,uncertainty_ratio,num_wells,num_measurements
1,RGB,R,124.238,70.124,66.068,32.105,0.486,6,36
1,RGB,G,115.973,59.9,57.214,21.359,0.373,6,36
1,RGB,B,110.411,80.866,82.453,22.965,0.279,6,36
1,LAB,L,43.078,29.854,30.001,10.706,0.357,6,36
1,LAB,A,-8.586,69.299,63.001,38.072,0.604,6,36
1,LAB,B,7.279,71.25,74.935,14.812,0.198,6,36
1,HSV,H,186.664,107.448,111.053,24.571,0.221,6,36
1,HSV,S,54.288,29.981,27.172,15.949,0.587,6,36
1,HSV,V,54.592,28.508,25.932,15.305,0.59,6,36
2,RGB,R,127.803,77.996,79.233,16.815,0.212,6,36
2,RGB,G,127.7,88.466,90.923,26.896,0.296,6,36
2,RGB,B,129.601,67.617,67.696,23.795,0.351,6,36
2,LAB,L,51.662,28.094,27.098,11.36,0.419,6,36
2,LAB,A,-20.517,64.095,61.237,28.913,0.472,6,36
2,LAB,B,-9.329,76.934,75.768,11.897,0.157,6,36
2,HSV,H,185.53,93.054,96.254,27.446,0.285,6,36
2,HSV,S,49.533,30.039,29.936,10.956,0.366,6,36
2,HSV,V,46.665,31.187,32.458,7.444,0.229,6,36
3,RGB,R,139.502,67.148,59.683,36.78,0.616,6,36
3,RGB,G,151.166,68.096,66.756,26.547,0.398,6,36
3,RGB,B,149.098,64.078,62.867,20.118,0.32,6,36
3,LAB,L,43.782,27.099,26.166,10.139,0.387,6,36
3,LAB,A,2.313,67.917,68.805,14.711,0.214,6,36
3,LAB,B,-16.59,71.582,69.794,27.193,0.39,6,36
3,HSV,H,158.982,104.38,99.125,48.942,0.494,6,36
3,HSV,S,49.448,27.487,28.816,5.99,0.208,6,36
3,HSV,V,45.641,31.016,31.286,9.212,0.294,6,36
4,RGB,R,139.236,73.192,65.821,41.313,0.628,6,36
4,RGB,G,103.507,69.572,69.006,24.778,0.359,6,36
4,RGB,B,126.051,84.744,87.234,25.994,0.298,6,36
4,LAB,L,48.858,25.996,25.956,8.172,0.315,6,36
4,LAB,A,-3.487,78.428,71.691,41.346,0.577,6,36
4,LAB,B,7.109,73.426,67.915,32.097,0.473,6,36
4,HSV,H,191.718,106.32,106.103,40.544,0.382,6,36
4,HSV,S,55.44,30.333,25.709,18.653,0.726,6,36
4,HSV,V,57.958,26.169,21.666,15.618,0.721,6,36
