group_id,color_space,channel,group_mean,group_std,measurement_uncertainty,process_uncertainty,uncertainty_ratio,num_wells,num_measurements
1,RGB,R,127.577,66.298,68.914,15.94,0.231,6,36
1,RGB,G,138.135,75.13,74.682,28.038,0.375,6,36
1,RGB,B,88.747,73.699,72.518,28.89,0.398,6,36
1,LAB,L,57.044,27.846,26.302,12.534,0.477,6,36
1,LAB,A,-25.292,69.221,68.996,21.581,0.313,6,36
1,LAB,B,30.368,70.602,74.548,12.935,0.174,6,36
1,HSV,H,196.213,92.352,92.212,29.88,0.324,6,36
1,HSV,S,52.626,29.041,29.113,11.186,0.384,6,36
1,HSV,V,50.39,27.369,27.101,10.558,0.39,6,36
2,RGB,R,133.322,72.071,71.691,22.974,0.32,6,36
2,RGB,G,132.738,74.885,70.35,35.774,0.509,6,36
2,RGB,B,138.722,78.405,78.531,25.967,0.331,6,36
2,LAB,L,51.43,29.875,27.589,14.384,0.521,6,36
2,LAB,A,3.511,68.802,63.865,36.598,0.573,6,36
2,LAB,B,12.304,75.875,77.023,22.832,0.296,6,36
2,HSV,H,174.122,102.828,102.981,32.356,0.314,6,36
2,HSV,S,48.268,25.918,24.146,12.003,0.497,6,36
2,HSV,V,53.249,28.795,26.252,15.321,0.584,6,36
3,RGB,R,87.957,66.607,68.805,18.75,0.273,6,36
3,RGB,G,151.751,69.754,68.642,29.727,0.433,6,36
3,RGB,B,133.271,71.462,67.923,31.806,0.468,6,36
3,LAB,L,52.679,30.231,29.917,11.831,0.395,6,36
3,LAB,A,-33.159,70.766,62.636,38.693,0.618,6,36
3,LAB,B,4.898,71.29,72.16,24.016,0.333,6,36
3,HSV,H,170.268,109.496,90.047,74.014,0.822,6,36
3,HSV,S,46.241,28.987,27.802,14.091,0.507,6,36
3,HSV,V,49.174,26.409,24.442,14.071,0.576,6,36
4,RGB,R,114.609,76.948,78.945,20.401,0.258,6,36
4,RGB,G,95.264,69.262,65.637,26.924,0.41,6,36
4,RGB,B,139.429,70.06,64.338,34.829,0.541,6,36
4,LAB,L,48.402,31.088,31.892,9.934,0.311,6,36
4,LAB,A,-8.837,77.607,78.735,24.48,0.311,6,36
4,LAB,B,-15.519,75.332,65.57,43.727,0.667,6,36
4,HSV,H,173.042,100.609,101.343,30.815,0.304,6,36
4,HSV,S,51.167,30.368,31.096,10.198,0.328,6,36
4,HSV,V,50.077,30.862,30.967,10.816,0.349,6,36
