well_index,group_id,num_replicates,RGB_R_mean,RGB_R_std,RGB_G_mean,RGB_G_std,RGB_B_mean,RGB_B_std,LAB_L_mean,LAB_L_std,LAB_A_mean,LAB_A_std,LAB_B_mean,LAB_B_std,HSV_H_mean,HSV_H_std,HSV_S_mean,HSV_S_std,HSV_V_mean,HSV_V_std
0,1,6,140.337,54.267,128.559,72.291,49.585,51.626,65.186,17.962,-17.862,73.865,16.235,78.791,161.752,83.103,44.19,34.274,49.177,16.102
1,1,6,146.439,83.464,116.163,83.181,131.518,85.198,55.253,32.27,-63.152,37.915,44.643,64.342,204.251,143.606,59.924,24.742,42.023,28.888
2,1,6,132.823,60.381,187.057,55.287,87.146,79.624,71.026,21.356,-18.937,95.992,46.039,83.855,207.41,87.493,41.851,32.59,54.488,28.939
3,1,6,115.206,66.847,138.105,56.118,85.692,56.541,66.194,18.563,-34.562,52.529,20.229,87.991,195.977,72.987,59.677,26.355,59.935,31.151
4,1,6,103.684,83.944,149.616,94.088,109.24,66.729,43.386,29.855,-17.505,70.861,33.389,63.577,165.426,78.474,67.776,27.633,61.955,31.793
5,1,6,126.972,64.584,109.311,87.128,69.299,95.389,41.223,37.805,0.265,82.813,21.673,68.731,242.459,87.612,42.337,29.082,34.763,25.731
6,2,6,118.49,72.304,131.033,72.243,173.225,84.702,63.628,24.478,-12.232,66.138,15.897,91.731,176.442,139.769,51.919,31.607,62.935,25.372
7,2,6,146.864,47.496,177.214,44.906,148.534,60.1,38.199,30.817,-1.104,83.8,14.821,97.098,135.69,66.939,53.811,15.391,74.076,23.694
8,2,6,148.565,97.492,72.964,47.853,150.211,51.944,50.132,31.319,46.625,52.715,24.723,65.434,203.044,85.712,54.325,34.35,48.646,31.027
9,2,6,98.856,98.06,128.195,88.02,107.031,107.533,36.893,34.66,-20.371,65.595,38.525,50.774,138.108,90.955,39.202,27.652,28.261,13.497
10,2,6,160.969,57.711,126.303,86.66,144.798,81.309,46.535,34.293,48.786,54.702,9.22,86.574,177.212,134.586,28.769,15.295,53.005,33.095
11,2,6,126.186,57.083,160.717,82.415,108.532,85.597,73.193,9.968,-40.637,60.238,-29.36,70.527,214.236,99.924,61.579,20.58,52.57,30.83
12,3,6,64.532,55.424,182.954,58.081,143.561,46.257,53.376,30.437,-87.505,33.796,45.264,71.019,247.751,108.864,22.52,27.387,41.043,30.198
13,3,6,72.646,56.589,129.695,73.095,145.392,49.498,51.422,32.315,-31.561,94.517,-7.718,84.217,70.598,59.309,52.383,26.708,55.929,22.127
14,3,6,104.286,72.413,172.704,56.432,90.104,81.336,72.08,34.888,-67.672,39.976,4.159,71.548,117.016,79.139,46.718,27.133,58.354,27.238
15,3,6,102.111,71.949,175.699,78.667,165.159,98.14,57.892,21.873,-15.102,74.466,8.523,70.534,225.516,74.357,64.176,33.823,56.332,28.164
16,3,6,107.472,75.717,140.299,78.762,158.226,72.813,39.08,36.765,19.022,66.999,-27.917,86.343,232.136,109.597,51.746,23.997,23.934,19.279
17,3,6,76.697,80.738,109.153,66.815,97.183,59.494,42.222,23.223,-16.135,66.06,7.077,49.295,128.589,109.014,39.904,27.763,59.454,19.643
18,4,6,121.547,95.266,116.644,106.193,103.415,48.4,56.998,33.152,-7.96,62.692,4.329,90.471,154.205,91.91,61.788,33.263,43.922,32.769
19,4,6,128.258,85.45,118.038,74.56,128.905,80.179,54.669,37.825,-41.284,67.531,-33.164,78.794,124.866,73.569,50.03,30.116,44.273,31.408
20,4,6,101.09,71.08,50.876,25.77,111.423,81.602,58.927,33.236,-5.72,76.098,20.974,82.332,165.664,135.263,59.093,28.673,71.753,36.341
21,4,6,82.013,64.401,89.408,65.073,183.629,31.929,42.6,29.696,-31.754,109.761,-61.982,47.236,188.716,86.779,36.581,34.876,44.154,38.713
22,4,6,115.633,56.661,115.998,64.746,127.59,83.678,33.919,26.883,10.204,75.26,40.008,60.996,197.497,86.246,41.806,29.232,48.973,24.05
23,4,6,139.111,100.809,80.619,57.479,181.612,60.236,43.297,30.562,23.492,81.065,-63.28,33.591,207.303,134.289,57.705,30.414,47.388,22.523
