well_index,group_id,num_replicates,RGB_R_mean,RGB_R_std,RGB_G_mean,RGB_G_std,RGB_B_mean,RGB_B_std,LAB_L_mean,LAB_L_std,LAB_A_mean,LAB_A_std,LAB_B_mean,LAB_B_std,HSV_H_mean,HSV_H_std,HSV_S_mean,HSV_S_std,HSV_V_mean,HSV_V_std
0,1,6,130.023,66.801,152.684,57.478,124.478,85.586,43.548,34.364,17.199,54.763,53.984,35.426,161.148,115.88,55.481,33.717,60.259,33.342
1,1,6,119.257,72.339,135.163,85.661,147.746,80.422,46.646,24.734,-7.539,69.239,-35.838,58.575,197.13,99.971,55.085,32.263,36.584,34.531
2,1,6,95.027,68.894,114.316,71.081,99.133,71.629,65.284,25.531,-15.924,71.441,-33.356,56.029,88.731,68.844,49.895,40.874,39.07,26.976
3,1,6,59.821,38.805,73.13,80.456,129.009,76.417,49.613,30.755,-23.362,76.691,3.115,72.38,152.829,98.84,66.517,30.853,37.068,29.978
4,1,6,127.724,94.375,144.598,43.01,74.815,75.273,58.283,29.788,37.542,78.265,-52.391,64.002,149.815,113.381,50.008,14.06,41.67,28.635
5,1,6,123.69,69.862,148.27,80.841,124.455,78.139,55.623,27.873,-29.44,90.94,13.949,81.665,211.238,89.917,50.592,25.046,44.631,25.68
6,2,6,98.982,36.242,106.587,101.263,114.616,75.282,57.612,24.046,20.062,77.762,-17.059,98.671,175.089,92.18,55.267,22.688,73.747,21.502
7,2,6,104.183,82.586,69.956,50.489,175.173,70.434,46.872,24.01,-11.805,58.987,16.623,57.084,143.078,63.289,50.292,27.05,31.011,21.525
8,2,6,78.024,51.097,140.1,80.185,100.114,69.766,52.57,28.317,-27.767,74.512,0.181,72.722,129.008,80.863,50.0,27.564,65.785,25.87
9,2,6,99.415,74.112,176.472,42.318,126.77,73.897,42.321,29.023,-42.324,63.595,-20.757,49.319,144.094,74.224,32.436,22.898,61.889,22.193
10,2,6,174.031,98.313,143.75,74.999,142.167,79.55,69.088,27.177,5.702,70.776,62.984,67.194,225.043,110.964,39.103,33.414,69.82,31.296
11,2,6,116.593,53.756,78.114,44.197,172.529,54.521,65.16,21.7,58.76,73.931,-11.883,77.394,97.696,102.807,51.492,39.633,61.255,32.074
12,3,6,177.979,63.828,129.854,66.95,75.344,49.037,66.474,28.346,31.819,61.816,-3.738,83.428,182.661,87.91,35.362,30.913,60.797,23.897
13,3,6,59.946,42.493,171.594,66.566,154.056,88.457,34.308,30.958,37.474,68.162,-15.883,76.35,169.018,98.789,64.573,22.875,51.494,32.282
14,3,6,106.04,85.675,158.364,81.088,134.078,95.211,53.747,37.558,41.714,37.063,18.167,85.642,94.662,68.906,51.686,28.495,54.859,21.137
15,3,6,50.89,24.278,154.135,61.028,143.122,73.588,44.388,34.274,26.903,77.748,17.297,64.471,156.286,131.302,60.907,28.912,72.824,20.518
16,3,6,146.483,74.019,175.452,65.89,75.592,71.173,54.71,38.828,31.351,28.829,-30.966,67.066,148.454,122.79,58.828,17.667,57.633,20.224
17,3,6,60.773,51.561,121.708,76.607,142.638,69.443,47.346,30.242,29.294,78.419,7.476,77.358,224.903,92.277,35.699,29.752,19.841,13.769
18,4,6,114.744,85.671,82.142,68.222,145.914,72.653,52.656,35.912,20.321,50.465,22.463,39.322,223.27,111.311,63.13,23.828,53.965,29.828
19,4,6,118.921,64.894,146.04,71.119,54.327,46.248,61.109,33.748,-29.119,73.47,11.283,85.679,109.191,80.38,38.059,32.761,41.424,30.876
20,4,6,139.079,91.941,104.608,57.751,121.171,104.594,16.817,11.601,-63.834,94.423,39.689,79.743,222.957,101.436,39.08,31.582,46.31,30.987
21,4,6,131.776,78.957,115.529,75.677,135.927,55.171,38.821,20.964,5.726,83.876,24.154,41.405,213.564,142.48,47.829,31.124,59.266,26.345
22,4,6,95.727,24.895,118.18,96.107,96.779,59.932,50.56,40.206,-2.267,89.999,26.519,57.952,109.462,58.993,58.668,27.883,55.263,36.51
23,4,6,145.022,68.866,185.038,71.871,118.221,79.171,67.391,27.952,25.423,81.02,17.461,68.098,154.467,140.669,62.005,30.286,55.351,20.362
