well_index,group_id,replicate_id,measurement_id,timestamp,RGB_R,RGB_G,RGB_B,LAB_L,LAB_A,LAB_B,HSV_H,HSV_S,HSV_V
0,1,1,well_00_rep_01,2026-02-13T13:32:32.704700,181.047,148.095,88.346,63.157,0.612,39.192,49.037,55.219,66.786
0,1,2,well_00_rep_02,2026-02-13T13:32:42.305247,170.725,153.309,71.303,63.417,-3.865,44.489,49.609,58.186,66.843
0,1,3,well_00_rep_03,2026-02-13T13:32:51.903985,170.19,153.241,71.517,63.463,-4.024,44.96,49.487,58.83,67.088
0,1,4,well_00_rep_04,2026-02-13T13:33:01.503897,170.846,152.94,71.465,63.47,-3.974,44.926,49.513,58.276,67.009
0,1,5,well_00_rep_05,2026-02-13T13:33:11.088086,170.357,153.389,70.744,63.349,-4.245,44.799,49.431,58.201,67.03
0,1,6,well_00_rep_06,2026-02-13T13:33:20.688032,171.116,153.184,70.559,63.404,-4.519,45.146,49.099,58.226,67.099
1,1,1,well_01_rep_01,2026-02-13T13:33:30.992743,193.502,121.511,12.188,57.315,21.241,61.29,35.739,93.619,76.013
1,1,2,well_01_rep_02,2026-02-13T13:33:40.353279,193.762,121.317,12.178,57.395,21.045,61.341,35.696,93.431,76.084
1,1,3,well_01_rep_03,2026-02-13T13:33:49.953145,193.566,121.335,13.293,57.29,21.452,61.249,35.844,93.157,75.901
1,1,4,well_01_rep_04,2026-02-13T13:33:59.553111,193.905,121.16,12.661,57.284,21.124,61.286,35.781,93.497,76.068
1,1,5,well_01_rep_05,2026-02-13T13:34:09.153540,193.646,121.408,12.638,57.311,21.393,61.196,35.904,93.442,75.875
1,1,6,well_01_rep_06,2026-02-13T13:34:18.752304,193.548,121.139,12.855,57.302,21.161,61.314,35.621,93.215,75.958
2,1,1,well_02_rep_01,2026-02-13T13:34:29.039727,186.305,119.542,7.039,55.742,13.718,60.357,40.619,95.491,69.806
2,1,2,well_02_rep_02,2026-02-13T13:34:38.640575,178.206,123.197,7.603,55.781,13.444,60.502,40.545,95.307,69.748
2,1,3,well_02_rep_03,2026-02-13T13:34:48.241183,177.725,122.88,8.185,55.91,12.882,60.426,40.751,95.287,69.721
2,1,4,well_02_rep_04,2026-02-13T13:34:57.839756,178.203,123.081,8.691,55.959,12.994,60.529,40.379,95.368,69.958
2,1,5,well_02_rep_05,2026-02-13T13:35:07.442111,177.992,123.338,8.338,55.891,13.331,60.409,40.653,95.219,69.741
2,1,6,well_02_rep_06,2026-02-13T13:35:17.024350,178.389,123.404,7.482,55.879,12.872,60.346,40.427,95.299,69.905
3,1,1,well_03_rep_01,2026-02-13T13:35:27.329452,177.236,122.084,9.351,55.609,13.75,60.045,40.124,94.786,69.617
3,1,2,well_03_rep_02,2026-02-13T13:35:36.928877,177.888,122.185,9.637,55.514,14.241,59.9,40.275,94.939,69.581
3,1,3,well_03_rep_03,2026-02-13T13:35:46.528029,178.066,121.933,8.741,55.609,13.426,59.845,40.128,94.672,69.514
3,1,4,well_03_rep_04,2026-02-13T13:35:56.127432,177.719,121.798,10.302,55.653,13.718,59.918,39.817,94.623,70.036
3,1,5,well_03_rep_05,2026-02-13T13:36:05.727836,177.613,122.312,9.632,55.567,13.724,59.919,39.936,94.715,69.976
3,1,6,well_03_rep_06,2026-02-13T13:36:15.312470,177.63,122.096,9.52,55.591,13.715,59.861,40.053,94.83,69.898
4,1,1,well_04_rep_01,2026-02-13T13:36:26.789357,165.227,122.974,14.621,54.376,9.624,57.169,41.295,90.62,66.013
4,1,2,well_04_rep_02,2026-02-13T13:36:36.385273,168.617,121.883,15.947,54.404,9.63,57.25,41.17,90.289,66.135
4,1,3,well_04_rep_03,2026-02-13T13:36:45.984306,168.488,121.9,15.721,54.401,9.621,57.17,41.436,90.367,65.96
4,1,4,well_04_rep_04,2026-02-13T13:36:55.585209,168.03,122.258,15.632,54.314,9.775,57.138,41.166,90.337,66.137
4,1,5,well_04_rep_05,2026-02-13T13:37:05.185500,168.229,121.805,16.163,54.331,9.296,57.106,41.623,90.52,65.855
4,1,6,well_04_rep_06,2026-02-13T13:37:14.768387,168.486,121.714,15.814,54.403,9.393,57.313,41.343,90.494,65.943
5,1,1,well_05_rep_01,2026-02-13T13:37:25.072321,182.936,134.091,30.46,59.245,9.377,58.417,40.892,84.141,71.605
5,1,2,well_05_rep_02,2026-02-13T13:37:34.672681,182.955,134.215,28.603,59.167,9.819,58.363,40.888,84.55,71.576
5,1,3,well_05_rep_03,2026-02-13T13:37:44.272767,182.302,134.743,28.878,59.234,9.639,58.353,40.986,84.399,71.461
5,1,4,well_05_rep_04,2026-02-13T13:37:53.872479,182.216,134.268,29.535,59.225,9.08,58.373,41.303,84.42,71.38
5,1,5,well_05_rep_05,2026-02-13T13:38:03.472305,182.441,134.453,28.389,59.202,9.257,58.443,41.163,84.465,71.45
5,1,6,well_05_rep_06,2026-02-13T13:38:13.057629,182.742,134.38,28.529,59.265,9.566,58.442,40.821,83.73,71.515
6,2,1,well_06_rep_01,2026-02-13T13:38:23.360173,246.807,57.871,4.15,54.839,68.594,65.873,13.257,98.451,96.86
6,2,2,well_06_rep_02,2026-02-13T13:38:32.959939,247.096,57.937,3.497,54.921,68.723,66.187,13.33,98.577,96.641
6,2,3,well_06_rep_03,2026-02-13T13:38:42.572142,246.857,57.524,4.79,54.872,68.732,66.055,13.329,98.696,96.726
6,2,4,well_06_rep_04,2026-02-13T13:38:52.161316,246.787,57.839,4.147,54.848,68.795,65.965,13.457,98.585,96.789
6,2,5,well_06_rep_05,2026-02-13T13:39:01.744393,246.969,57.668,3.462,54.956,68.65,66.151,13.376,98.464,96.829
6,2,6,well_06_rep_06,2026-02-13T13:39:11.345187,246.547,58.005,3.949,54.887,68.708,65.874,13.604,98.516,96.759
7,2,1,well_07_rep_01,2026-02-13T13:39:21.648940,245.71,58.736,10.807,54.236,65.179,63.6,13.496,95.626,94.43
7,2,2,well_07_rep_02,2026-02-13T13:39:31.249314,240.256,62.971,10.453,54.203,65.288,63.536,13.557,95.373,94.316
7,2,3,well_07_rep_03,2026-02-13T13:39:40.608449,240.628,62.669,10.735,54.241,65.221,63.498,13.547,95.073,94.309
7,2,4,well_07_rep_04,2026-02-13T13:39:50.208302,240.332,63.07,10.199,54.235,65.292,63.489,13.697,95.51,94.269
7,2,5,well_07_rep_05,2026-02-13T13:39:59.807904,240.987,62.482,10.225,54.222,65.422,63.381,13.607,95.496,94.194
7,2,6,well_07_rep_06,2026-02-13T13:40:09.410562,240.401,63.119,10.687,54.193,65.506,63.623,13.552,95.601,94.416
8,2,1,well_08_rep_01,2026-02-13T13:40:20.863803,229.269,55.411,4.804,52.005,67.944,62.577,10.084,97.02,94.82
8,2,2,well_08_rep_02,2026-02-13T13:40:30.465629,242.187,45.08,8.444,52.908,70.829,63.569,9.808,96.508,95.034
8,2,3,well_08_rep_03,2026-02-13T13:40:40.065335,242.124,45.218,8.189,52.834,70.786,63.508,9.97,96.927,94.979
8,2,4,well_08_rep_04,2026-02-13T13:40:49.665483,242.156,45.145,7.715,52.85,70.773,63.642,9.786,96.775,95.011
8,2,5,well_08_rep_05,2026-02-13T13:40:59.265185,242.05,44.918,6.989,52.846,70.758,63.708,9.979,97.033,94.946
8,2,6,well_08_rep_06,2026-02-13T13:41:08.867286,242.116,45.298,7.513,52.844,70.781,63.716,10.031,97.089,94.922
9,2,1,well_09_rep_01,2026-02-13T13:41:19.152544,254.678,56.542,23.583,56.366,71.354,63.96,9.958,92.631,99.885
9,2,2,well_09_rep_02,2026-02-13T13:41:28.751816,254.643,56.727,19.301,56.362,71.317,64.125,10.041,92.651,99.872
