group_id,well_index,color_space,channel,value
1,0,RGB,R',0.7495827454006344
1,0,RGB,G',0.17868454013932925
1,0,RGB,B',0.07173271446003643
1,1,RGB,R',0.607174586777743
1,1,RGB,G',0.14380269399082762
1,1,RGB,B',0.24902271923142935
1,2,RGB,R',0.4312707302566239
1,2,RGB,G',0.10469284279516754
1,2,RGB,B',0.4640364269482085
1,3,RGB,R',0.4464360741342161
1,3,RGB,G',0.0748580184520472
1,3,RGB,B',0.4787059074137367
1,4,RGB,R',0.5602375310473088
1,4,RGB,G',0.12396084229540616
1,4,RGB,B',0.3158016266572851
1,5,RGB,R',0.7385439165369347
1,5,RGB,G',0.1774446737765987
1,5,RGB,B',0.0840114096864666
2,6,RGB,R',0.8028170154642383
2,6,RGB,G',0.06011447022315443
2,6,RGB,B',0.13706851431260733
2,7,RGB,R',0.8031891745062206
2,7,RGB,G',0.0386611854529478
2,7,RGB,B',0.15814964004083162
2,8,RGB,R',0.8360943229982455
2,8,RGB,G',0.028754698744761047
2,8,RGB,B',0.1351509782569934
2,9,RGB,R',0.7189893138434452
2,9,RGB,G',0.0283709858347948
2,9,RGB,B',0.25263970032176003
2,10,RGB,R',0.7960495577364016
2,10,RGB,G',0.03022190364733759
2,10,RGB,B',0.17372853861626075
2,11,RGB,R',0.8049312820211398
2,11,RGB,G',0.028744019616542753
2,11,RGB,B',0.16632469836231742
3,12,RGB,R',0.5813550460754763
3,12,RGB,G',0.2620612489351758
3,12,RGB,B',0.15658370498934804
3,13,RGB,R',0.5369619166186044
3,13,RGB,G',0.24412566971728253
3,13,RGB,B',0.21891241366411318
3,14,RGB,R',0.5696153958563897
3,14,RGB,G',0.21025636470557996
3,14,RGB,B',0.2201282394380304
3,15,RGB,R',0.6154881344300829
3,15,RGB,G',0.24168881458499689
3,15,RGB,B',0.14282305098492024
3,16,RGB,R',0.4668621587775399
3,16,RGB,G',0.18685031649350228
3,16,RGB,B',0.3462875247289579
3,17,RGB,R',0.6147487314121762
3,17,RGB,G',0.224063341013911
3,17,RGB,B',0.16118792757391287
4,18,RGB,R',0.45365848106561485
4,18,RGB,G',0.5010308926104278
4,18,RGB,B',0.04531062632395738
4,19,RGB,R',0.36613456955382745
4,19,RGB,G',0.5614035016068417
4,19,RGB,B',0.07246192883933075
4,20,RGB,R',0.36400799532515005
4,20,RGB,G',0.6043382956541821
4,20,RGB,B',0.031653709020667845
4,21,RGB,R',0.3319789514381877
4,21,RGB,G',0.6001550769565834
4,21,RGB,B',0.06786597160522882
4,22,RGB,R',0.40277911874812267
4,22,RGB,G',0.5516576655538377
4,22,RGB,B',0.04556321569803967
4,23,RGB,R',0.3794222288919395
4,23,RGB,G',0.5756415341117946
4,23,RGB,B',0.04493623699626597
1,0,LAB,L',0.4970583333333334
1,0,LAB,C',0.7181245979142893
1,0,LAB,h',0.17345000027102503
1,1,LAB,L',0.539385
1,1,LAB,C',0.772895016781116
1,1,LAB,h',0.1717535799852682
1,2,LAB,L',0.524115
1,2,LAB,C',0.7516501145084447
1,2,LAB,h',0.17247453325940967
1,3,LAB,L',0.5318266666666667
1,3,LAB,C',0.8267992172451073
1,3,LAB,h',0.15416309416644683
1,4,LAB,L',0.48483666666666664
1,4,LAB,C',0.7236721295100634
1,4,LAB,h',0.16685873115040092
1,5,LAB,L',0.5060816666666667
1,5,LAB,C',0.7325179555421704
1,5,LAB,h',0.17253170461020914
2,6,LAB,L',0.5124366666666667
2,6,LAB,C',0.9381199727145543
2,6,LAB,h',0.13018490302451163
2,7,LAB,L',0.48767833333333327
2,7,LAB,C',0.953906895035865
2,7,LAB,h',0.12346848736071855
2,8,LAB,L',0.47301833333333326
2,8,LAB,C',0.9675260803452955
2,8,LAB,h',0.11931081950573849
2,9,LAB,L',0.5087883333333334
2,9,LAB,C',1.0
2,9,LAB,h',0.12096700740378136
2,10,LAB,L',0.5041633333333333
2,10,LAB,C',1.0
2,10,LAB,h',0.12069252084931116
2,11,LAB,L',0.4953633333333334
2,11,LAB,C',0.9922902789265527
2,11,LAB,h',0.11994651520918545
3,12,LAB,L',0.6203533333333333
3,12,LAB,C',0.7542077963238782
3,12,LAB,h',0.21637049006293316
3,13,LAB,L',0.6451683333333333
3,13,LAB,C',0.7743588613318315
3,13,LAB,h',0.21831676646705425
3,14,LAB,L',0.6502633333333334
3,14,LAB,C',0.8112254405482865
3,14,LAB,h',0.19959456453992727
3,15,LAB,L',0.645675
3,15,LAB,C',0.7959496399387703
3,15,LAB,h',0.20652380863492792
3,16,LAB,L',0.6100766666666666
3,16,LAB,C',0.7568991147148905
3,16,LAB,h',0.207579742546214
3,17,LAB,L',0.6527416666666666
3,17,LAB,C',0.817266959260184
3,17,LAB,h',0.19883128877060063
4,18,LAB,L',0.54547
4,18,LAB,C',0.5519517544161983
4,18,LAB,h',0.2970241649506998
4,19,LAB,L',0.535575
4,19,LAB,C',0.5271704547109685
4,19,LAB,h',0.326828922846344
4,20,LAB,L',0.45103499999999996
4,20,LAB,C',0.5482257087002619
4,20,LAB,h',0.32548171035739415
4,21,LAB,L',0.5076233333333334
4,21,LAB,C',0.5362831915474613
4,21,LAB,h',0.3365541320809716
4,22,LAB,L',0.49311
4,22,LAB,C',0.5283947063458844
4,22,LAB,h',0.313682983693739
4,23,LAB,L',0.4873616666666667
4,23,LAB,C',0.5402251148581803
4,23,LAB,h',0.3219984420693142
1,0,HSV,H',0.08758842592592593
1,0,HSV,S',0.9985683333333333
1,0,HSV,V',0.71071
1,1,HSV,H',0.08618194444444444
1,1,HSV,S',0.9974233333333332
1,1,HSV,V',0.7813899999999999
1,2,HSV,H',0.08793888888888889
1,2,HSV,S',0.9965550000000001
1,2,HSV,V',0.75491
1,3,HSV,H',0.07278611111111111
1,3,HSV,S',0.9962650000000001
1,3,HSV,V',0.8178566666666667
1,4,HSV,H',0.08312037037037037
1,4,HSV,S',0.9974583333333333
1,4,HSV,V',0.70931
1,5,HSV,H',0.08615833333333334
1,5,HSV,S',0.9986866666666667
1,5,HSV,V',0.72956
2,6,HSV,H',0.04995231481481482
2,6,HSV,S',0.9985483333333334
2,6,HSV,V',0.8706983333333334
2,7,HSV,H',0.03919351851851852
2,7,HSV,S',0.9985333333333334
2,7,HSV,V',0.8548033333333335
2,8,HSV,H',0.032353703703703704
2,8,HSV,S',0.9984816666666666
2,8,HSV,V',0.847
2,9,HSV,H',0.03469398148148148
2,9,HSV,S',0.9978766666666666
2,9,HSV,V',0.9035199999999999
2,10,HSV,H',0.03371574074074074
2,10,HSV,S',0.9982916666666667
2,10,HSV,V',0.8965916666666668
2,11,HSV,H',0.03346851851851852
2,11,HSV,S',0.9983283333333333
2,11,HSV,V',0.8830133333333333
3,12,HSV,H',0.11580046296296297
3,12,HSV,S',0.9982549999999999
3,12,HSV,V',0.78185
3,13,HSV,H',0.11662407407407407
3,13,HSV,S',0.9978500000000001
3,13,HSV,V',0.8098000000000001
3,14,HSV,H',0.10503842592592592
3,14,HSV,S',0.9975583333333333
3,14,HSV,V',0.8668183333333332
3,15,HSV,H',0.11009027777777777
3,15,HSV,S',0.9981099999999999
3,15,HSV,V',0.8399733333333333
3,16,HSV,H',0.11100925925925925
3,16,HSV,S',0.9967383333333334
3,16,HSV,V',0.7890616666666667
3,17,HSV,H',0.10499861111111111
3,17,HSV,S',0.9984283333333334
3,17,HSV,V',0.871725
4,18,HSV,H',0.1768421296296296
4,18,HSV,S',0.6970049999999999
4,18,HSV,V',0.53255
4,19,HSV,H',0.2135185185185185
4,19,HSV,S',0.6305000000000001
4,19,HSV,V',0.5354166666666667
4,20,HSV,H',0.21133333333333332
4,20,HSV,S',0.795945
4,20,HSV,V',0.4507683333333333
4,21,HSV,H',0.2253837962962963
4,21,HSV,S',0.6609866666666666
4,21,HSV,V',0.5119883333333334
4,22,HSV,H',0.19538888888888886
4,22,HSV,S',0.7203716666666666
4,22,HSV,V',0.48663333333333336
4,23,HSV,H',0.20832824074074077
4,23,HSV,S',0.731575
4,23,HSV,V',0.48672
