group_id,well_index,r_norm,g_norm,b_norm,r0,g0,b0,rgb_error
1,0,0.6590908277468978,0.34005972385768873,0.0008494483954134558,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4655198419396337
1,1,0.6580828110121696,0.3401934052329229,0.0017237837549076893,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.46419196159644005
1,2,0.6553157036815973,0.34202901181998757,0.002655284498415056,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4616234760285686
1,3,0.6925379441100764,0.3046607015055966,0.002801354384327017,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4889800213987754
1,4,0.6665549324222695,0.33142955370764304,0.0020155138700874535,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4699061139952649
1,5,0.6580441000657894,0.34102860066826857,0.0009272992659421196,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.46474731914853185
2,6,0.7694323703854256,0.22922228945715234,0.0013453401574221205,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.16145717930117695
2,7,0.8075567241091405,0.19093424791068325,0.0015090279801762152,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.13882051519775365
2,8,0.834664083205389,0.16391764311758927,0.001418273677021638,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.13437670985738656
2,9,0.8213678000559479,0.17661819635317463,0.002014003590877532,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.13451188471062234
2,10,0.824918816433165,0.17345871450435646,0.0016224690624785847,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.13452607149561646
2,11,0.8301186683936009,0.16829134831688383,0.0015899832895151379,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.13417908106959284
3,12,0.588344175619848,0.41038873660233743,0.0012670877778145526,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.612202429673597
3,13,0.5869771070222067,0.4114878160675491,0.0015350769102442095,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.6104291026690398
3,14,0.609384503861953,0.3890573835373322,0.0015581126007148986,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.6413905037529796
3,15,0.6030095144472142,0.39577432152512027,0.0012161640276656253,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.6324299006119625
3,16,0.6009150528431821,0.39702346595545646,0.0020614812013613837,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.6298996500165855
3,17,0.6108555263656126,0.3878380662960266,0.0013064073383608828,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.643315266521133
4,18,0.4231802399736104,0.44299308903391565,0.13382667099247386,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.7888002385832359
4,19,0.3749464161323165,0.4571965366960187,0.16785704717166486,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.7492579579831059
4,20,0.3946229486248492,0.501839452471837,0.1035375989033138,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.8292450889583787
4,21,0.3613970958928739,0.47682338835174365,0.1617795157553825,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.7588428050112339
4,22,0.40261154582094005,0.4663449716852664,0.13104348249379347,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.7933655196886926
4,23,0.3927977949654452,0.4775549347668713,0.12964727026768355,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.7960537786617169
