well_index,group_id,replicate_id,measurement_id,timestamp,RGB_R,RGB_G,RGB_B,LAB_L,LAB_A,LAB_B,HSV_H,HSV_S,HSV_V
0,1,1,well_00_rep_01,2026-02-20T14:47:54.423772,216.171,157.811,111.71,69.584,12.721,34.165,34.857,49.881,80.268
0,1,2,well_00_rep_02,2026-02-20T14:48:04.023719,205.354,162.542,99.011,69.484,7.847,39.672,36.264,52.371,80.32
0,1,3,well_00_rep_03,2026-02-20T14:48:13.624573,204.95,162.479,98.167,69.4,7.946,39.679,35.88,51.752,80.483
0,1,4,well_00_rep_04,2026-02-20T14:48:23.208072,204.757,162.739,97.404,69.442,7.406,39.728,36.606,52.737,80.285
0,1,5,well_00_rep_05,2026-02-20T14:48:32.808569,204.672,162.632,97.593,69.39,7.388,39.596,39.219,51.865,77.555
0,1,6,well_00_rep_06,2026-02-20T14:48:42.408369,204.603,162.566,98.601,69.343,7.887,38.915,35.969,52.007,80.343
1,1,1,well_01_rep_01,2026-02-20T14:48:52.471794,209.893,177.472,119.281,74.054,3.814,34.744,37.972,43.024,82.421
1,1,2,well_01_rep_02,2026-02-20T14:49:02.071691,209.923,177.437,119.402,73.961,4.209,33.738,38.187,43.327,82.297
1,1,3,well_01_rep_03,2026-02-20T14:49:11.671353,209.571,177.75,119.868,74.076,3.828,34.257,38.488,43.433,82.386
1,1,4,well_01_rep_04,2026-02-20T14:49:21.273862,210.265,177.74,119.625,74.04,4.039,33.823,38.808,43.052,82.231
1,1,5,well_01_rep_05,2026-02-20T14:49:30.871297,210.159,177.496,119.719,74.027,4.028,33.901,38.355,43.371,82.407
1,1,6,well_01_rep_06,2026-02-20T14:49:40.456656,210.324,177.431,119.063,73.984,4.26,34.089,38.577,43.366,82.331
2,1,1,well_02_rep_01,2026-02-20T14:49:50.760719,211.376,180.029,123.022,74.888,3.836,33.219,37.369,41.811,83.151
2,1,2,well_02_rep_02,2026-02-20T14:50:00.360787,211.606,179.921,123.309,74.855,4.007,32.911,38.525,42.101,82.974
2,1,3,well_02_rep_03,2026-02-20T14:50:09.719660,212.392,179.654,123.891,74.906,3.72,33.114,37.914,41.93,83.073
2,1,4,well_02_rep_04,2026-02-20T14:50:19.321726,211.951,179.755,122.696,75.066,3.685,32.911,38.293,41.728,83.134
2,1,5,well_02_rep_05,2026-02-20T14:50:28.919827,211.926,179.858,123.864,74.988,3.509,33.316,37.706,42.103,83.128
2,1,6,well_02_rep_06,2026-02-20T14:50:38.520213,212.142,180.147,123.076,74.982,3.632,32.971,37.997,41.948,83.175
3,1,1,well_03_rep_01,2026-02-20T14:50:48.808023,208.026,177.372,122.005,73.84,-0.423,32.077,46.023,38.148,77.988
3,1,2,well_03_rep_02,2026-02-20T14:50:58.407773,199.221,180.372,122.7,73.842,-2.074,32.352,45.956,38.443,78.02
3,1,3,well_03_rep_03,2026-02-20T14:51:08.006813,199.567,179.967,122.521,73.899,-2.264,32.446,46.266,38.203,77.825
3,1,4,well_03_rep_04,2026-02-20T14:51:17.609788,199.031,180.735,122.089,73.872,-1.729,32.261,45.735,38.577,78.159
3,1,5,well_03_rep_05,2026-02-20T14:51:27.209043,198.669,180.599,123.262,73.877,-1.461,32.041,45.588,38.17,78.093
3,1,6,well_03_rep_06,2026-02-20T14:51:36.808577,199.362,180.452,123.191,73.9,-1.821,31.708,45.956,38.646,78.092
4,1,1,well_04_rep_01,2026-02-20T14:51:48.281103,182.08,164.062,77.929,67.484,-4.285,46.177,49.931,57.429,71.346
4,1,2,well_04_rep_02,2026-02-20T14:51:57.863602,181.99,164.341,78.038,67.436,-4.373,46.213,50.138,57.278,71.284
4,1,3,well_04_rep_03,2026-02-20T14:52:07.464712,181.549,164.356,78.073,67.403,-4.313,46.219,49.972,57.066,71.358
4,1,4,well_04_rep_04,2026-02-20T14:52:17.066789,181.901,164.101,77.772,67.38,-4.182,46.408,49.942,57.333,71.353
4,1,5,well_04_rep_05,2026-02-20T14:52:26.664808,181.665,164.245,77.917,67.454,-4.374,46.109,49.942,57.166,71.347
4,1,6,well_04_rep_06,2026-02-20T14:52:36.263585,182.277,164.071,78.358,67.422,-4.346,46.384,50.079,57.348,71.312
5,1,1,well_05_rep_01,2026-02-20T14:52:46.551565,197.087,139.634,30.66,62.334,12.574,61.552,39.596,85.249,77.441
5,1,2,well_05_rep_02,2026-02-20T14:52:56.152263,197.295,139.845,30.115,62.351,12.902,61.431,39.629,84.938,77.249
5,1,3,well_05_rep_03,2026-02-20T14:53:05.753247,196.904,139.933,29.641,62.273,13.244,61.222,39.762,85.245,77.336
5,1,4,well_05_rep_04,2026-02-20T14:53:15.353074,197.47,139.962,28.649,62.288,12.689,61.054,39.802,85.027,77.286
5,1,5,well_05_rep_05,2026-02-20T14:53:24.952450,197.247,139.783,29.576,62.253,13.203,61.331,39.603,84.549,77.294
5,1,6,well_05_rep_06,2026-02-20T14:53:34.551817,197.384,140.078,28.841,62.329,12.726,61.231,39.652,84.985,77.307
6,2,1,well_06_rep_01,2026-02-20T14:53:44.841804,247.565,63.604,3.928,55.667,67.035,66.368,14.402,98.43,97.114
6,2,2,well_06_rep_02,2026-02-20T14:53:54.440391,247.612,63.868,4.463,55.764,67.034,66.288,14.299,98.339,97.006
6,2,3,well_06_rep_03,2026-02-20T14:54:04.039961,247.615,63.793,3.927,55.693,67.095,66.227,15.109,98.77,97.102
6,2,4,well_06_rep_04,2026-02-20T14:54:13.639816,247.56,64.113,3.621,55.686,67.049,66.404,15.026,98.853,97.165
6,2,5,well_06_rep_05,2026-02-20T14:54:23.240890,247.382,63.997,3.966,55.709,67.054,66.507,14.562,98.488,97.168
6,2,6,well_06_rep_06,2026-02-20T14:54:32.840140,247.544,64.101,3.48,55.766,67.037,66.262,14.604,98.45,97.15
7,2,1,well_07_rep_01,2026-02-20T14:54:43.127094,244.313,62.796,1.926,54.87,65.716,66.048,15.915,99.246,94.937
7,2,2,well_07_rep_02,2026-02-20T14:54:52.727515,242.299,64.787,1.726,54.837,65.553,65.976,15.776,99.041,94.889
7,2,3,well_07_rep_03,2026-02-20T14:55:02.328191,242.534,64.647,2.758,54.712,65.049,65.62,15.768,99.058,94.873
7,2,4,well_07_rep_04,2026-02-20T14:55:11.928276,241.472,65.036,1.819,54.695,65.101,65.894,15.869,99.094,94.743
7,2,5,well_07_rep_05,2026-02-20T14:55:21.527801,242.126,64.963,2.493,54.732,65.146,65.726,15.823,98.928,94.988
7,2,6,well_07_rep_06,2026-02-20T14:55:31.127767,242.251,64.446,1.752,54.724,65.108,65.751,15.678,98.981,94.84
8,2,1,well_08_rep_01,2026-02-20T14:55:42.583593,231.621,53.825,0.487,52.104,68.109,64.395,11.437,99.743,94.843
8,2,2,well_08_rep_02,2026-02-20T14:55:52.184363,241.462,46.164,0.597,52.764,70.316,65.088,11.641,99.742,94.777
8,2,3,well_08_rep_03,2026-02-20T14:56:01.784195,241.721,46.104,0.782,52.852,70.465,65.163,11.555,99.732,94.718
8,2,4,well_08_rep_04,2026-02-20T14:56:11.383477,241.451,46.388,0.715,52.793,70.468,65.134,11.415,99.719,94.827
8,2,5,well_08_rep_05,2026-02-20T14:56:20.983706,241.558,45.959,0.768,52.742,70.504,65.094,11.385,99.707,94.819
8,2,6,well_08_rep_06,2026-02-20T14:56:30.583845,241.564,45.861,0.716,52.765,70.356,65.098,11.589,99.693,94.752
9,2,1,well_09_rep_01,2026-02-20T14:56:40.872246,253.255,55.653,3.292,55.945,71.488,67.507,12.57,98.877,99.463
9,2,2,well_09_rep_02,2026-02-20T14:56:50.471733,253.371,55.949,2.151,55.888,71.463,67.434,12.866,99.154,99.403
9,2,3,well_09_rep_03,2026-02-20T14:57:00.071472,253.501,56.003,2.057,55.957,71.504,67.607,12.799,99.014,99.435
9,2,4,well_09_rep_04,2026-02-20T14:57:09.671397,253.671,55.66,2.228,55.939,71.388,67.502,12.854,99.244,99.463
9,2,5,well_09_rep_05,2026-02-20T14:57:19.271884,253.529,55.576,2.531,55.888,71.257,67.644,12.689,99.005,99.344
9,2,6,well_09_rep_06,2026-02-20T14:57:28.871375,253.518,55.894,1.545,55.841,71.135,67.483,12.564,99.014,99.492
10,2,1,well_10_rep_01,2026-02-20T14:57:39.159886,249.877,56.733,0.434,55.364,70.039,67.104,13.888,99.789,97.765
10,2,2,well_10_rep_02,2026-02-20T14:57:48.760699,249.699,56.956,0.472,55.362,70.019,67.127,13.861,99.783,97.712
10,2,3,well_10_rep_03,2026-02-20T14:57:58.361183,249.504,57.06,0.411,55.355,70.031,67.06,13.883,99.833,98.049
10,2,4,well_10_rep_04,2026-02-20T14:58:07.959707,249.865,56.91,0.381,55.261,69.919,66.976,13.822,99.76,97.815
10,2,5,well_10_rep_05,2026-02-20T14:58:17.561607,249.948,56.88,0.434,55.322,69.921,66.972,13.914,99.81,97.974
10,2,6,well_10_rep_06,2026-02-20T14:58:27.143882,249.846,56.611,0.584,55.353,69.966,67.006,13.853,99.776,97.949
11,2,1,well_11_rep_01,2026-02-20T14:58:37.447484,250.157,57.698,1.027,55.473,69.777,67.04,13.752,99.424,97.527
11,2,2,well_11_rep_02,2026-02-20T14:58:47.047794,250.435,57.45,1.08,55.418,69.668,66.917,13.828,99.522,98.174
11,2,3,well_11_rep_03,2026-02-20T14:58:56.647743,250.327,57.75,0.99,55.4,69.652,66.958,13.672,99.403,97.919
11,2,4,well_11_rep_04,2026-02-20T14:59:06.248198,250.179,57.657,1.254,55.401,69.694,67.0,13.833,99.652,98.043
