group_id,well_index,r_norm,g_norm,b_norm,r0,g0,b0,rgb_error
1,0,0.44087133169045567,0.3450075024113624,0.21412116589818184,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.16097281813680672
1,1,0.414188512496142,0.35015755555036965,0.2356539319534883,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.1279135641931026
1,2,0.4113721702638472,0.34923922908547333,0.23938860065067954,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.12316115616524782
1,3,0.398747855764272,0.35755103852387154,0.24370110571185646,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.11357593591052571
1,4,0.42891157197732566,0.3871443869180363,0.18394404110463802,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.18533210683196327
1,5,0.5378777548697699,0.38145242224913,0.08066982288110017,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.328622452997064
2,6,0.7849729855998951,0.2026679858086536,0.012359028591451264,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.13485698395691142
2,7,0.7847259975492733,0.2085463696455076,0.006727632805219013,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.142960896425891
2,8,0.8330967047761153,0.16455051474669552,0.0023527804771890258,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.13320783771029326
2,9,0.8135540905453348,0.17906165881381247,0.007384250640852817,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.12905999795194323
2,10,0.8133805129151391,0.18514548696003752,0.0014740001248232802,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.1369997797882201
2,11,0.8096844068925573,0.18688961015477107,0.0034259829526715586,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.13548616433155683
3,12,0.48120370745448254,0.4511573720635297,0.06763892048198779,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.49551917284320346
3,13,0.5151902663771282,0.43224262576268263,0.052567107860189144,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5348849458670871
3,14,0.4819477936272841,0.4323386048644769,0.08571360150823892,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5074377802023163
3,15,0.5500953158501738,0.43899032573845015,0.010914358411376078,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5634921995212169
3,16,0.5636611730177451,0.4343714838613472,0.001967343120907723,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5784823275815912
3,17,0.55328178067913,0.42702846384388415,0.019689755476985864,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5717498111213579
4,18,0.21925490172931028,0.41918510364204353,0.36155999462864613,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5290008575917429
4,19,0.20557329952315453,0.41933779632475704,0.3750889041520884,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5158343953821912
4,20,0.17853730028513218,0.44701143533698573,0.3744512643778821,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5291952335508084
4,21,0.2006004834465455,0.42461676152010275,0.37478275503335173,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5183619671196329
4,22,0.2337932929515585,0.4105183118379359,0.3556883952105055,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5318411759766508
4,23,0.21245253777054185,0.4129487920257762,0.37459867020368204,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5137406574932105
