group_id,color_space,channel,group_mean,group_std,measurement_uncertainty,process_uncertainty,uncertainty_ratio,num_wells,num_measurements
1,RGB,R,122.955,72.86,72.47,26.867,0.371,6,36
1,RGB,G,141.798,77.9,75.722,34.493,0.456,6,36
1,RGB,B,130.962,78.957,74.334,38.356,0.516,6,36
1,LAB,L,56.076,31.931,29.0,16.967,0.585,6,36
1,LAB,A,-0.762,79.098,78.226,31.29,0.4,6,36
1,LAB,B,-2.828,74.015,74.799,25.499,0.341,6,36
1,HSV,H,203.065,93.359,92.402,39.487,0.427,6,36
1,HSV,S,49.526,28.913,29.635,6.818,0.23,6,36
1,HSV,V,49.993,24.767,23.719,11.767,0.496,6,36
2,RGB,R,123.159,72.658,73.552,25.005,0.34,6,36
2,RGB,G,129.645,72.374,62.547,45.728,0.731,6,36
2,RGB,B,124.47,73.759,76.572,19.122,0.25,6,36
2,LAB,L,48.385,28.099,28.2,10.61,0.376,6,36
2,LAB,A,-8.075,70.928,65.623,33.427,0.509,6,36
2,LAB,B,-8.967,72.953,71.621,29.078,0.406,6,36
2,HSV,H,191.204,89.96,88.281,32.522,0.368,6,36
2,HSV,S,50.765,29.144,26.675,15.074,0.565,6,36
2,HSV,V,44.654,29.3,30.92,4.011,0.13,6,36
3,RGB,R,141.81,77.283,70.567,39.691,0.562,6,36
3,RGB,G,113.976,70.602,64.759,37.235,0.575,6,36
3,RGB,B,136.497,76.292,72.782,35.402,0.486,6,36
3,LAB,L,57.659,24.528,23.095,12.348,0.535,6,36
3,LAB,A,10.802,72.595,74.992,18.281,0.244,6,36
3,LAB,B,-1.537,79.765,83.171,19.436,0.234,6,36
3,HSV,H,216.133,91.847,89.55,36.521,0.408,6,36
3,HSV,S,45.405,31.974,33.877,4.393,0.13,6,36
3,HSV,V,62.101,24.923,23.688,12.135,0.512,6,36
4,RGB,R,133.932,66.487,65.635,28.09,0.428,6,36
4,RGB,G,102.234,59.027,54.617,28.46,0.521,6,36
4,RGB,B,119.285,75.29,79.059,17.367,0.22,6,36
4,LAB,L,52.828,25.868,25.137,10.785,0.429,6,36
4,LAB,A,-11.675,78.196,77.739,18.305,0.235,6,36
4,LAB,B,-8.333,83.249,83.009,31.784,0.383,6,36
4,HSV,H,188.275,105.44,105.543,35.093,0.332,6,36
4,HSV,S,47.381,32.635,33.693,9.017,0.268,6,36
4,HSV,V,58.973,24.239,23.056,9.344,0.405,6,36
