well_index,group_id,num_replicates,RGB_R_mean,RGB_R_std,RGB_G_mean,RGB_G_std,RGB_B_mean,RGB_B_std,LAB_L_mean,LAB_L_std,LAB_A_mean,LAB_A_std,LAB_B_mean,LAB_B_std,HSV_H_mean,HSV_H_std,HSV_S_mean,HSV_S_std,HSV_V_mean,HSV_V_std
0,1,6,103.986,57.746,107.03,80.361,165.211,79.881,47.424,31.931,-35.616,95.979,-28.146,53.331,211.207,98.104,54.476,33.788,56.055,21.294
1,1,6,99.398,83.033,194.528,50.809,170.183,60.042,41.724,32.921,8.505,74.883,-4.021,94.701,231.876,77.522,44.881,29.421,58.176,30.227
2,1,6,168.424,56.751,123.124,90.579,109.396,49.512,75.513,21.486,-19.364,53.835,24.428,77.992,123.847,97.598,51.243,40.966,51.815,18.655
3,1,6,101.612,89.78,122.686,74.374,160.413,88.437,41.967,31.576,7.395,83.198,-9.997,71.907,220.586,95.177,39.135,29.946,62.768,26.288
4,1,6,133.18,58.93,174.615,74.093,89.088,69.569,79.499,16.315,52.842,69.634,-29.566,75.917,217.783,84.71,49.215,26.1,33.829,21.228
5,1,6,131.128,88.577,128.809,84.113,91.482,98.562,50.327,39.77,-18.332,91.829,30.33,74.947,213.088,101.302,58.206,17.589,37.312,24.625
6,2,6,99.737,61.965,160.17,46.418,101.171,86.204,46.622,31.561,19.086,75.367,16.186,104.15,192.401,75.086,25.772,18.843,42.71,35.177
7,2,6,140.222,70.846,82.212,50.027,115.7,85.94,65.096,28.301,-34.325,49.787,-16.497,73.174,192.209,46.966,49.459,23.196,50.846,31.587
8,2,6,109.133,74.534,105.524,70.08,135.751,85.406,52.911,34.117,-34.728,85.674,27.966,59.953,136.594,79.342,53.475,39.024,44.106,35.948
9,2,6,156.1,59.016,181.244,66.817,120.878,67.165,50.077,25.255,-45.112,79.57,-23.605,69.334,195.536,108.226,65.408,18.888,40.212,19.442
10,2,6,138.396,88.274,79.788,68.427,156.298,57.556,41.869,26.491,30.641,77.568,-4.81,61.926,239.004,120.912,44.1,28.672,48.024,31.73
11,2,6,95.364,86.68,168.933,73.516,117.025,77.162,33.732,23.473,15.988,25.774,-53.043,61.187,191.482,99.155,66.375,31.425,42.025,31.637
12,3,6,111.685,90.244,172.174,68.506,90.48,89.746,64.582,16.277,-4.218,80.96,-13.445,77.694,263.308,88.979,42.91,42.55,48.463,23.916
13,3,6,120.055,95.771,103.961,87.644,190.584,45.646,64.024,27.694,-1.523,94.296,7.934,85.078,199.342,104.612,51.967,32.58,47.064,26.635
14,3,6,94.127,86.077,68.881,35.816,105.804,70.569,70.484,22.346,2.783,66.853,1.041,95.878,157.538,94.326,40.453,26.606,72.92,24.048
15,3,6,150.405,50.452,121.215,69.778,152.59,84.53,49.284,27.378,34.036,69.909,30.27,69.746,208.288,120.814,43.051,37.876,74.02,19.464
16,3,6,189.605,50.736,83.264,61.513,139.057,61.416,60.664,20.335,-0.681,85.837,-25.525,71.505,237.046,49.638,49.462,32.439,60.194,29.983
17,3,6,184.984,50.122,134.363,65.295,140.465,84.786,36.915,24.542,34.413,52.094,-9.499,99.124,231.275,78.932,44.585,31.208,69.942,18.08
18,4,6,140.675,77.841,150.636,27.012,131.586,86.676,69.316,15.332,20.979,22.611,-5.914,107.035,172.321,70.848,64.652,28.681,70.655,11.027
19,4,6,126.019,62.205,66.488,46.781,100.115,66.043,60.805,28.005,-10.599,94.24,52.044,86.779,201.985,112.854,44.858,43.794,68.563,19.874
20,4,6,99.201,68.738,102.781,64.045,126.655,71.941,50.583,23.047,-10.313,68.354,-33.587,72.046,190.738,121.122,39.012,29.065,46.068,25.638
21,4,6,154.146,71.477,82.149,51.758,143.876,78.162,50.57,33.127,-34.789,78.875,-27.826,70.087,126.658,80.176,45.118,35.754,58.564,26.985
22,4,6,109.377,57.281,106.62,56.929,109.509,85.724,47.139,22.346,-17.917,105.218,-6.89,91.601,222.687,143.683,48.342,32.04,52.785,37.013
23,4,6,174.174,56.267,104.727,81.178,103.969,85.808,38.558,28.966,-17.409,97.134,-27.826,70.508,215.258,104.572,42.303,32.822,57.205,17.798
