well_index,group_id,num_replicates,RGB_R_mean,RGB_R_std,RGB_G_mean,RGB_G_std,RGB_B_mean,RGB_B_std,LAB_L_mean,LAB_L_std,LAB_A_mean,LAB_A_std,LAB_B_mean,LAB_B_std,HSV_H_mean,HSV_H_std,HSV_S_mean,HSV_S_std,HSV_V_mean,HSV_V_std
0,1,6,159.723,39.206,174.097,41.84,122.133,74.041,34.051,30.796,20.642,70.621,-1.181,66.049,147.546,76.383,29.2,27.748,64.318,22.501
1,1,6,111.515,79.523,113.522,64.326,140.64,80.18,46.391,35.187,-23.774,51.602,-26.712,87.888,227.802,88.35,68.859,13.902,49.893,21.792
2,1,6,198.243,63.38,98.81,97.402,126.104,114.062,45.444,21.445,-8.297,83.616,-14.033,79.865,143.304,134.555,36.688,23.488,75.579,14.227
3,1,6,169.428,55.999,130.703,66.329,90.012,83.803,51.298,29.802,-19.936,82.275,-3.958,39.386,162.767,133.066,47.631,32.641,40.464,30.392
4,1,6,157.844,58.385,85.174,70.947,141.115,73.343,52.641,31.575,-35.536,79.051,10.735,75.079,191.064,81.196,56.782,37.318,50.334,31.063
5,1,6,134.914,63.959,114.857,78.53,115.632,95.263,45.54,25.529,-51.86,75.533,61.532,80.431,173.82,67.241,69.346,26.486,46.326,35.687
6,2,6,147.374,76.652,62.149,56.242,101.76,68.8,52.203,15.121,-30.478,60.984,-13.226,82.028,127.263,90.662,42.122,26.472,25.076,18.111
7,2,6,101.056,51.562,136.774,54.502,139.519,67.118,45.498,27.723,30.713,87.114,-18.734,83.972,188.866,114.255,65.658,37.331,43.424,36.557
8,2,6,127.825,59.671,144.191,68.743,128.531,69.339,52.833,15.036,-31.843,42.967,2.783,84.78,224.492,72.881,49.763,37.786,52.91,28.365
9,2,6,102.283,81.905,105.772,85.178,56.845,60.304,39.84,22.995,54.815,76.053,4.434,76.761,226.179,83.258,38.507,35.291,44.94,22.974
10,2,6,116.887,73.927,156.325,78.023,87.902,82.013,39.028,35.832,-23.659,104.626,14.811,74.435,85.16,60.697,72.082,20.686,60.207,14.755
11,2,6,148.363,43.564,103.864,64.864,118.616,81.999,45.38,36.416,-25.836,91.3,51.802,56.331,161.838,92.574,40.815,30.085,54.346,26.778
12,3,6,120.358,87.475,132.675,73.018,118.92,96.516,46.661,27.775,18.359,59.054,-21.105,69.417,229.852,52.811,44.97,24.227,58.984,29.027
13,3,6,173.217,64.481,74.703,84.335,110.073,68.769,46.477,32.436,-1.976,96.021,-7.238,86.901,128.9,132.411,41.409,31.978,24.446,18.435
14,3,6,104.992,94.381,75.515,83.421,140.138,55.088,65.474,20.05,-31.073,79.857,16.862,63.041,157.763,105.757,37.583,18.338,75.468,29.099
15,3,6,134.778,110.307,142.484,51.135,146.549,55.099,37.503,29.213,-14.18,96.763,36.701,69.666,172.312,84.85,53.548,27.432,37.415,16.94
16,3,6,188.186,61.759,114.798,67.767,160.304,56.879,60.225,28.082,21.955,44.284,2.826,111.664,156.166,131.79,37.082,14.212,55.297,34.085
17,3,6,112.253,84.657,90.196,61.193,132.881,75.301,26.214,20.67,-6.117,82.504,-5.343,50.148,193.328,120.933,42.292,34.609,49.798,36.11
18,4,6,108.489,53.872,175.048,46.51,143.443,75.004,58.883,37.155,18.918,62.114,28.112,82.312,130.313,83.773,61.659,28.799,48.345,30.156
19,4,6,153.688,71.461,107.949,87.475,178.544,72.468,70.912,21.285,-9.145,92.173,15.854,105.078,228.848,108.33,54.897,28.269,61.862,29.587
20,4,6,119.145,41.073,89.256,77.052,142.716,57.245,71.804,26.601,-18.282,108.297,23.183,35.258,144.233,114.562,51.252,33.35,61.373,23.612
21,4,6,94.705,18.847,101.922,65.239,142.433,82.429,64.008,14.15,42.735,93.414,-38.622,62.699,112.185,91.429,66.052,25.061,45.399,26.108
22,4,6,125.093,88.358,139.455,84.169,57.897,45.221,37.64,33.063,-38.232,42.424,8.914,67.767,158.621,116.254,56.268,35.584,48.369,24.963
23,4,6,136.774,93.967,162.464,75.901,170.898,33.22,43.936,36.21,37.991,73.9,11.816,72.879,215.748,109.073,50.86,29.478,40.646,33.777
