group_id,color_space,channel,group_mean,group_std,measurement_uncertainty,process_uncertainty,uncertainty_ratio,num_wells,num_measurements
1,RGB,R,155.278,63.015,60.075,29.673,0.494,6,36
1,RGB,G,119.527,72.407,69.896,30.887,0.442,6,36
1,RGB,B,122.606,83.279,86.782,18.928,0.218,6,36
1,LAB,L,45.894,27.882,29.056,6.566,0.226,6,36
1,LAB,A,-19.793,72.738,73.783,24.735,0.335,6,36
1,LAB,B,4.397,73.463,71.45,30.702,0.43,6,36
1,HSV,H,174.384,97.475,96.799,31.475,0.325,6,36
1,HSV,S,51.418,30.071,26.931,16.609,0.617,6,36
1,HSV,V,54.486,27.665,25.943,12.985,0.501,6,36
2,RGB,R,123.965,64.154,64.547,20.991,0.325,6,36
2,RGB,G,118.179,71.294,67.925,34.571,0.509,6,36
2,RGB,B,105.529,72.303,71.596,30.169,0.421,6,36
2,LAB,L,45.797,25.547,25.521,5.867,0.23,6,36
2,LAB,A,-4.381,81.612,77.174,37.424,0.485,6,36
2,LAB,B,6.978,74.996,76.385,25.155,0.329,6,36
2,HSV,H,168.966,95.954,85.721,55.796,0.651,6,36
2,HSV,S,51.491,32.289,31.275,14.128,0.452,6,36
2,HSV,V,46.817,26.307,24.59,12.335,0.502,6,36
3,RGB,R,138.964,85.238,83.844,34.139,0.407,6,36
3,RGB,G,105.062,71.197,70.145,29.235,0.417,6,36
3,RGB,B,134.811,66.592,67.942,18.354,0.27,6,36
3,LAB,L,47.092,28.136,26.371,14.414,0.547,6,36
3,LAB,A,-2.172,75.227,76.414,19.993,0.262,6,36
3,LAB,B,3.784,74.333,75.14,20.395,0.271,6,36
3,HSV,H,173.054,105.578,104.759,34.946,0.334,6,36
3,HSV,S,42.814,24.833,25.133,6.039,0.24,6,36
3,HSV,V,50.235,30.855,27.283,17.711,0.649,6,36
4,RGB,R,122.982,64.678,61.263,20.794,0.339,6,36
4,RGB,G,129.349,75.762,72.724,34.942,0.48,6,36
4,RGB,B,139.322,70.853,60.931,42.904,0.704,6,36
4,LAB,L,57.864,30.127,28.077,14.187,0.505,6,36
4,LAB,A,5.664,81.457,78.72,32.602,0.414,6,36
4,LAB,B,8.21,72.069,70.999,24.023,0.338,6,36
4,HSV,H,164.991,106.227,103.903,47.152,0.454,6,36
4,HSV,S,56.831,28.583,30.09,5.986,0.199,6,36
4,HSV,V,50.999,27.365,28.034,8.696,0.31,6,36
