group_id,channel,channel_type,avg_std,avg_mean,norm_std,cv_percent
1,RGB_R,raw,0.6890000000000001,46.51266666666667,0.0027019607843137257,1.4813169172555147
1,RGB_G,raw,0.10116666666666667,1.227,0.00039673202614379086,8.245042108122792
1,RGB_B,raw,0.059,0.33949999999999997,0.00023137254901960783,17.378497790868924
1,LAB_L,raw,0.24549999999999997,6.06,0.0024549999999999997,4.051155115511551
1,LAB_A,raw,0.3183333333333333,20.507666666666665,0.0012483660130718952,1.552265006582904
1,LAB_B,raw,0.3545,9.344166666666668,0.0013901960784313725,3.7938107553732268
1,HSV_H,raw,0.12716666666666668,61.09866666666667,0.00035324074074074077,0.2081332925977654
1,HSV_S,raw,0.0545,99.65816666666666,0.000545,0.054686938183691254
1,HSV_V,raw,0.267,18.194,0.00267,1.4675167637682756
2,RGB_R,raw,0.262,87.28033333333333,0.0010274509803921568,0.300182171623237
2,RGB_G,raw,0.04716666666666666,0.46216666666666667,0.00018496732026143789,10.205553552109627
2,RGB_B,raw,0.027666666666666673,0.3868333333333333,0.00010849673202614382,7.152089616544595
2,LAB_L,raw,0.07283333333333332,15.776166666666668,0.0007283333333333332,0.46166686034841575
2,LAB_A,raw,0.09383333333333334,36.66833333333333,0.00036797385620915035,0.2558974592063998
2,LAB_B,raw,0.12250000000000001,24.037666666666667,0.00048039215686274513,0.5096168513305508
2,HSV_H,raw,127.69849999999998,140.02133333333333,0.3547180555555555,91.19931724689569
2,HSV_S,raw,0.01633333333333333,99.87633333333333,0.0001633333333333333,0.01635355723244412
2,HSV_V,raw,0.11316666666666665,34.198,0.0011316666666666665,0.33091603797493024
3,RGB_R,raw,0.2503333333333333,27.1905,0.0009816993464052287,0.920664692938097
3,RGB_G,raw,0.25633333333333336,31.403333333333332,0.0010052287581699348,0.8162615433605777
3,RGB_B,raw,0.06349999999999999,0.7211666666666666,0.0002490196078431372,8.805176796856944
3,LAB_L,raw,0.07766666666666666,11.425666666666666,0.0007766666666666666,0.6797561046766053
3,LAB_A,raw,0.20983333333333332,-6.915,0.000822875816993464,-3.034466136418414
3,LAB_B,raw,0.10466666666666669,15.932833333333335,0.00041045751633986933,0.6569243804721906
3,HSV_H,raw,0.7556666666666666,62.458499999999994,0.002099074074074074,1.2098700203601858
3,HSV_S,raw,0.21166666666666667,97.97499999999998,0.002116666666666667,0.21604150718720766
3,HSV_V,raw,0.08633333333333333,12.964166666666666,0.0008633333333333334,0.665938162884875
4,RGB_R,raw,0.057666666666666665,0.6053333333333333,0.0002261437908496732,9.526431718061675
4,RGB_G,raw,0.20416666666666664,21.41933333333333,0.0008006535947712417,0.953188708020791
4,RGB_B,raw,0.05983333333333333,0.52,0.000234640522875817,11.506410256410255
4,LAB_L,raw,0.08750000000000001,6.308166666666666,0.0008750000000000001,1.3870908082115778
4,LAB_A,raw,0.13633333333333333,-11.097166666666666,0.000534640522875817,-1.22854181998408
4,LAB_B,raw,0.13616666666666669,8.6605,0.0005339869281045753,1.572272578565518
4,HSV_H,raw,1.0531666666666668,116.90416666666665,0.0029254629629629635,0.9008803507146168
4,HSV_S,raw,0.36166666666666664,98.2735,0.0036166666666666665,0.3680205413124257
4,HSV_V,raw,0.09999999999999999,8.4215,0.001,1.1874369174137624
