well_index,group_id,replicate_id,measurement_id,timestamp,RGB_R,RGB_G,RGB_B,LAB_L,LAB_A,LAB_B,HSV_H,HSV_S,HSV_V
0,1,1,well_00_rep_01,2026-02-20T17:05:46.728155,217.636,165.635,127.576,71.753,9.496,28.824,35.343,44.419,81.693
0,1,2,well_00_rep_02,2026-02-20T17:05:56.328109,207.796,170.228,114.039,71.954,6.374,35.431,35.864,45.456,81.846
0,1,3,well_00_rep_03,2026-02-20T17:06:05.928074,208.244,170.523,114.127,71.857,5.702,34.735,35.572,45.544,81.861
0,1,4,well_00_rep_04,2026-02-20T17:06:15.512593,208.199,170.494,113.072,71.996,6.58,34.457,36.249,45.564,81.479
0,1,5,well_00_rep_05,2026-02-20T17:06:25.112100,208.789,170.213,114.023,71.999,6.956,34.6,36.117,45.454,81.544
0,1,6,well_00_rep_06,2026-02-20T17:06:34.711802,207.982,170.275,114.075,72.081,7.137,34.427,35.617,45.251,81.811
1,1,1,well_01_rep_01,2026-02-20T17:06:45.016054,214.599,187.253,133.686,77.202,1.665,31.062,40.541,37.71,83.958
1,1,2,well_01_rep_02,2026-02-20T17:06:54.616933,214.324,187.306,133.266,77.241,1.804,31.019,40.701,37.657,83.937
1,1,3,well_01_rep_03,2026-02-20T17:07:04.199824,214.244,187.374,133.59,77.239,1.912,30.892,40.798,37.98,84.014
1,1,4,well_01_rep_04,2026-02-20T17:07:13.800142,213.826,187.509,133.834,77.247,1.715,30.925,40.895,37.662,83.903
1,1,5,well_01_rep_05,2026-02-20T17:07:23.400400,213.689,187.6,133.642,77.186,1.886,30.886,40.631,37.779,84.026
1,1,6,well_01_rep_06,2026-02-20T17:07:32.999613,214.079,187.671,134.109,77.16,2.086,30.298,41.116,38.042,83.953
2,1,1,well_02_rep_01,2026-02-20T17:07:43.303836,213.57,183.262,130.643,76.047,3.807,30.184,37.631,38.605,83.805
2,1,2,well_02_rep_02,2026-02-20T17:07:52.904595,213.28,183.459,131.271,76.084,4.053,30.017,37.452,38.444,83.821
2,1,3,well_02_rep_03,2026-02-20T17:08:02.487619,213.589,183.589,130.551,76.065,3.747,30.523,37.968,38.234,83.57
2,1,4,well_02_rep_04,2026-02-20T17:08:12.088050,213.629,182.94,131.934,76.085,3.794,30.705,37.9,38.604,83.761
2,1,5,well_02_rep_05,2026-02-20T17:08:21.688670,213.686,183.131,130.325,76.074,3.927,30.259,37.826,38.403,83.742
2,1,6,well_02_rep_06,2026-02-20T17:08:31.287514,213.614,183.25,130.812,76.028,3.582,30.357,37.764,38.578,83.752
3,1,1,well_03_rep_01,2026-02-20T17:08:41.592043,212.597,175.031,112.005,73.6,2.517,37.036,41.264,45.668,81.099
3,1,2,well_03_rep_02,2026-02-20T17:08:51.176525,207.25,176.89,113.232,73.632,1.996,37.417,41.517,45.847,81.109
3,1,3,well_03_rep_03,2026-02-20T17:09:00.776055,207.779,176.903,113.037,73.645,2.395,37.386,40.556,45.621,81.361
3,1,4,well_03_rep_04,2026-02-20T17:09:10.377660,207.787,177.304,112.238,73.638,2.206,37.389,41.082,45.636,81.182
3,1,5,well_03_rep_05,2026-02-20T17:09:19.978204,207.372,177.463,111.473,73.624,2.281,36.926,41.009,45.978,81.375
3,1,6,well_03_rep_06,2026-02-20T17:09:29.576318,207.679,177.1,113.114,73.65,2.546,37.198,40.858,45.519,81.326
4,1,1,well_04_rep_01,2026-02-20T17:09:41.048875,189.191,176.221,110.341,71.578,-0.962,33.455,44.187,41.967,76.437
