group_id,well_index,color_space,channel,value
1,0,RGB,R',0.5279628022085336
1,0,RGB,G',0.32821548586223964
1,0,RGB,B',0.14382171192922674
1,1,RGB,R',0.47749486457630147
1,1,RGB,G',0.35430166862281015
1,1,RGB,B',0.16820346680088843
1,2,RGB,R',0.4881724835982356
1,2,RGB,G',0.34650598657024
1,2,RGB,B',0.16532152983152432
1,3,RGB,R',0.5127383432047018
1,3,RGB,G',0.3548383827168075
1,3,RGB,B',0.13242327407849075
1,4,RGB,R',0.4764635697342694
1,4,RGB,G',0.37618062768544314
1,4,RGB,B',0.1473558025802874
1,5,RGB,R',0.49959080001854433
1,5,RGB,G',0.36135746380557493
1,5,RGB,B',0.13905173617588093
2,6,RGB,R',0.8926326765344922
2,6,RGB,G',0.0949961449842928
2,6,RGB,B',0.012371178481215049
2,7,RGB,R',0.9057851329195868
2,7,RGB,G',0.08354237651181305
2,7,RGB,B',0.010672490568600071
2,8,RGB,R',0.9207431415476707
2,8,RGB,G',0.0699181936724738
2,8,RGB,B',0.009338664779855545
2,9,RGB,R',0.8632769787577113
2,9,RGB,G',0.10528924085445084
2,9,RGB,B',0.03143378038783797
2,10,RGB,R',0.8105693503140952
2,10,RGB,G',0.14116610660192846
2,10,RGB,B',0.048264543083976305
2,11,RGB,R',0.814649326256815
2,11,RGB,G',0.13619809122230858
2,11,RGB,B',0.04915258252087636
3,12,RGB,R',0.4593161568185487
3,12,RGB,G',0.4763216845530676
3,12,RGB,B',0.06436215862838354
3,13,RGB,R',0.466104076908258
3,13,RGB,G',0.45966477815719514
3,13,RGB,B',0.07423114493454683
3,14,RGB,R',0.540141478067292
3,14,RGB,G',0.44422160597068805
3,14,RGB,B',0.015636915962019955
3,15,RGB,R',0.5843838849938655
3,15,RGB,G',0.40780391789697806
3,15,RGB,B',0.007812197109156292
3,16,RGB,R',0.615989953695633
3,16,RGB,G',0.3799448618008567
3,16,RGB,B',0.004065184503510449
3,17,RGB,R',0.6042323006816434
3,17,RGB,G',0.379863766717509
3,17,RGB,B',0.01590393260084758
4,18,RGB,R',0.1599615217577315
4,18,RGB,G',0.4845178892373934
4,18,RGB,B',0.35552058900487515
4,19,RGB,R',0.15255965911729183
4,19,RGB,G',0.48563326521531475
4,19,RGB,B',0.3618070756673933
4,20,RGB,R',0.07836533892138663
4,20,RGB,G',0.4985061714661862
4,20,RGB,B',0.42312848961242716
4,21,RGB,R',0.15295000721760682
4,21,RGB,G',0.46421152539107363
4,21,RGB,B',0.38283846739131944
4,22,RGB,R',0.13128619823104984
4,22,RGB,G',0.4889229691995358
4,22,RGB,B',0.37979083256941426
4,23,RGB,R',0.22612561862309538
4,23,RGB,G',0.4210586310842836
