group_id,well_index,r_norm,g_norm,b_norm,r0,g0,b0,rgb_error
1,0,0.31948898497632844,0.3384302215015665,0.34208079352210513,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.01715116060748446
1,1,0.33439733273515804,0.33878584368259274,0.32681682358224917,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.008563110601401759
1,2,0.3279382651754316,0.33795517328204117,0.33410656154252727,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.007146051133554102
1,3,0.3190761814138513,0.3378852194778511,0.3430385991082976,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.01783755117975939
1,4,0.32274605947862245,0.3389831980073077,0.3382707425140699,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.012976492127184833
1,5,0.33082460879260545,0.33608862481757457,0.33308676638982,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.003734451129954189
2,6,0.35164937730035356,0.32291517505713657,0.32543544764250987,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.5219016156586644
2,7,0.3518531108528568,0.3226603409365631,0.3254865482105801,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.5216528793809493
2,8,0.3576638750588567,0.3175566818449144,0.3247794430962288,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.5145576945558499
2,9,0.364102194911242,0.315699936061069,0.32019786902768893,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.5066570314230705
2,10,0.36159296943033536,0.31823546697062033,0.3201715635990443,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.5097220480652895
2,11,0.3513515943586345,0.31898496829848483,0.32966343734288056,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.5223178627126314
3,12,0.3235917641016491,0.3408877293409304,0.33552050655742055,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5351453251996268
3,13,0.32809185079965364,0.3415945297355477,0.33031361946479854,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.53421550608065
3,14,0.32793903444867023,0.34164527410309403,0.3304156914482356,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5341539179461935
3,15,0.3307652359536999,0.33969108019123495,0.3295436838550651,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5365451313712476
3,16,0.3264913496287153,0.3394200835342113,0.3340885668370734,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5369032138183376
3,17,0.3444398381342601,0.3362014523696011,0.3193587094961388,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5411090539330893
4,18,0.3127402888545293,0.34285243496606876,0.3444072761794019,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5311952166154766
4,19,0.3091462971245984,0.34081665529948685,0.3500370475759148,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5243516989615817
4,20,0.3043220028889786,0.3485879268067543,0.34709007030426714,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5284104352331903
4,21,0.3131367051414325,0.3445403933784252,0.34232290148014227,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5337832141932966
4,22,0.3134236529631246,0.3435342254317408,0.3430421216051346,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5328657986857308
4,23,0.3088402311682432,0.3417291763809052,0.3494305924508516,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5251312294320828
