group_id,well_index,color_space,channel,value
1,0,RGB,R',0.3025353707983029
1,0,RGB,G',0.3445043223302238
1,0,RGB,B',0.35296030687147334
1,1,RGB,R',0.33563419920861975
1,1,RGB,G',0.3456820762141922
1,1,RGB,B',0.31868372457718797
1,2,RGB,R',0.32118828358849516
1,2,RGB,G',0.34380347983140286
1,2,RGB,B',0.335008236580102
1,3,RGB,R',0.3015603895849144
1,3,RGB,G',0.3432347230329121
1,3,RGB,B',0.3552048873821735
1,4,RGB,R',0.3096873768276337
1,4,RGB,G',0.3459771407884276
1,4,RGB,B',0.3443354823839387
1,5,RGB,R',0.3276576708017302
1,5,RGB,G',0.33958814911836566
1,5,RGB,B',0.3327541800799042
2,6,RGB,R',0.375382415594193
2,6,RGB,G',0.30956986080132676
2,6,RGB,B',0.3150477236044802
2,7,RGB,R',0.37585711376871866
2,7,RGB,G',0.3090013436599652
2,7,RGB,B',0.3151415425713162
2,8,RGB,R',0.38923411171785155
2,8,RGB,G',0.2976632139911021
2,8,RGB,B',0.31310267429104643
2,9,RGB,R',0.4045734638315114
2,9,RGB,G',0.2929662317975476
2,9,RGB,B',0.3024603043709409
2,10,RGB,R',0.39868531433056364
2,10,RGB,G',0.298601122254342
2,10,RGB,B',0.30271356341509437
2,11,RGB,R',0.37462639795520547
2,11,RGB,G',0.30106961390250486
2,11,RGB,B',0.3243039881422897
3,12,RGB,R',0.311500086560718
3,12,RGB,G',0.350434152190907
3,12,RGB,B',0.3380657612483749
3,13,RGB,R',0.321412242338763
3,13,RGB,G',0.35221928447134604
3,13,RGB,B',0.326368473189891
3,14,RGB,R',0.3210691042632751
3,14,RGB,G',0.35233705393843107
3,14,RGB,B',0.3265938417982938
3,15,RGB,R',0.3274464799413481
3,15,RGB,G',0.3478425548882451
3,15,RGB,B',0.3247109651704068
3,16,RGB,R',0.3179491036870806
3,16,RGB,G',0.347133544510451
3,16,RGB,B',0.33491735180246845
3,17,RGB,R',0.3585551119302854
3,17,RGB,G',0.3393770919308379
3,17,RGB,B',0.30206779613887663
4,18,RGB,R',0.2877371890990693
4,18,RGB,G',0.35430255489436574
4,18,RGB,B',0.35796025600656495
4,19,RGB,R',0.27997141452868024
4,19,RGB,G',0.3491067700731699
4,19,RGB,B',0.3709218153981499
4,20,RGB,R',0.27011524586427466
4,20,RGB,G',0.3667184576249178
4,20,RGB,B',0.36316629651080773
4,21,RGB,R',0.28869486835543906
4,21,RGB,G',0.3582527002696094
4,21,RGB,B',0.35305243137495146
4,22,RGB,R',0.2893090327594858
4,22,RGB,G',0.35592233480245394
4,22,RGB,B',0.3547686324380604
4,23,RGB,R',0.2794349128604052
4,23,RGB,G',0.35118510649977414
4,23,RGB,B',0.36937998063982075
1,0,LAB,L',0.4747232437637348
1,0,LAB,A',0.2610239369462098
