group_id,color_space,channel,group_mean,group_std,measurement_uncertainty,process_uncertainty,uncertainty_ratio,num_wells,num_measurements
1,RGB,R,115.193,76.238,70.4,40.855,0.58,6,36
1,RGB,G,121.036,77.728,77.255,29.537,0.382,6,36
1,RGB,B,122.592,77.274,82.027,10.918,0.133,6,36
1,LAB,L,50.774,30.171,28.182,12.443,0.442,6,36
1,LAB,A,4.275,76.667,73.877,33.421,0.452,6,36
1,LAB,B,3.641,79.778,78.649,33.304,0.423,6,36
1,HSV,H,194.989,98.486,101.149,25.127,0.248,6,36
1,HSV,S,50.814,31.074,29.487,15.581,0.528,6,36
1,HSV,V,54.051,31.911,31.667,12.612,0.398,6,36
2,RGB,R,121.754,81.889,79.745,35.609,0.447,6,36
2,RGB,G,130.78,82.449,87.314,14.082,0.161,6,36
2,RGB,B,131.634,75.977,64.448,46.781,0.726,6,36
2,LAB,L,48.193,30.718,29.168,15.016,0.515,6,36
2,LAB,A,-4.247,74.355,68.997,37.267,0.54,6,36
2,LAB,B,-10.108,69.334,66.001,33.309,0.505,6,36
2,HSV,H,174.846,92.441,96.92,14.212,0.147,6,36
2,HSV,S,44.135,33.61,29.626,20.183,0.681,6,36
2,HSV,V,51.603,27.647,27.121,9.562,0.353,6,36
3,RGB,R,128.548,66.326,63.381,31.118,0.491,6,36
3,RGB,G,151.493,56.464,53.877,24.448,0.454,6,36
3,RGB,B,151.598,72.562,71.597,28.146,0.393,6,36
3,LAB,L,45.786,32.047,25.809,21.449,0.831,6,36
3,LAB,A,2.697,86.021,89.95,20.35,0.226,6,36
3,LAB,B,6.438,76.514,74.258,32.212,0.434,6,36
3,HSV,H,193.678,96.413,91.697,44.911,0.49,6,36
3,HSV,S,51.549,29.828,30.324,10.51,0.347,6,36
3,HSV,V,44.082,29.168,24.655,18.298,0.742,6,36
4,RGB,R,118.571,72.822,64.034,40.993,0.64,6,36
4,RGB,G,130.018,81.93,84.108,23.331,0.277,6,36
4,RGB,B,136.478,83.915,88.207,20.333,0.231,6,36
4,LAB,L,53.132,28.452,28.388,9.85,0.347,6,36
4,LAB,A,-6.371,71.981,62.081,44.132,0.711,6,36
4,LAB,B,24.127,67.467,66.947,16.071,0.24,6,36
4,HSV,H,185.179,94.314,97.998,14.91,0.152,6,36
4,HSV,S,52.554,29.427,30.323,7.972,0.263,6,36
4,HSV,V,50.194,27.074,26.645,10.498,0.394,6,36
