well_index,group_id,num_replicates,RGB_R_mean,RGB_R_std,RGB_G_mean,RGB_G_std,RGB_B_mean,RGB_B_std,LAB_L_mean,LAB_L_std,LAB_A_mean,LAB_A_std,LAB_B_mean,LAB_B_std,HSV_H_mean,HSV_H_std,HSV_S_mean,HSV_S_std,HSV_V_mean,HSV_V_std
0,1,6,172.939,69.205,94.282,83.308,119.852,83.022,43.501,12.509,-19.259,82.834,30.547,77.557,188.041,103.292,65.267,27.762,70.156,24.344
1,1,6,142.143,94.302,77.334,83.837,129.21,85.797,37.761,26.388,20.337,104.016,44.572,72.229,174.208,110.943,69.93,25.378,53.373,34.225
2,1,6,69.446,61.138,125.493,95.035,117.963,93.514,50.25,46.147,-30.439,72.433,-35.105,87.293,179.156,126.835,38.083,26.629,63.543,27.365
3,1,6,93.497,74.502,131.132,59.63,110.56,67.702,49.568,32.622,52.197,52.258,-35.967,68.949,223.767,109.735,34.18,36.24,54.075,40.411
4,1,6,134.606,54.37,143.893,55.71,116.8,67.661,74.188,19.63,-23.641,73.259,5.643,99.279,175.099,98.287,38.917,28.218,49.775,30.802
5,1,6,78.529,68.879,154.083,86.008,141.165,94.466,49.374,31.798,26.457,58.462,12.159,66.59,229.663,57.802,58.509,32.697,33.384,32.852
6,2,6,134.161,89.119,142.152,79.69,184.434,55.262,44.406,33.571,11.294,70.531,-38.73,53.036,191.313,94.247,34.41,39.03,52.755,29.052
7,2,6,126.298,78.492,136.485,99.391,104.149,40.469,64.153,36.407,0.444,96.859,15.801,72.111,174.454,95.412,26.911,25.749,60.285,31.875
8,2,6,65.526,88.829,122.574,100.482,172.489,93.192,50.773,24.642,56.979,58.904,17.711,67.698,171.532,82.031,47.96,29.068,52.747,39.976
9,2,6,96.509,86.18,149.891,91.104,72.367,84.112,65.802,31.807,-26.538,55.978,-51.818,66.765,157.822,69.078,41.005,32.702,33.316,20.645
10,2,6,142.082,86.415,118.46,72.623,161.301,70.373,35.02,23.721,-52.334,46.694,24.704,86.059,162.336,128.678,82.525,20.537,58.262,14.675
11,2,6,165.95,49.436,115.117,80.594,95.063,43.277,29.007,24.862,-15.329,85.015,-28.316,50.334,191.618,112.074,31.997,30.67,52.255,26.5
12,3,6,133.399,61.84,159.789,44.925,137.416,69.79,82.793,14.669,5.081,106.908,23.481,65.169,254.083,80.701,59.942,28.982,38.124,32.61
13,3,6,120.761,81.632,130.174,30.774,150.518,102.087,27.189,15.513,1.13,86.816,23.364,75.006,157.282,94.831,43.224,34.351,21.236,18.82
14,3,6,124.074,77.54,118.742,71.668,203.063,62.329,28.734,24.273,40.312,71.499,-35.843,74.586,243.396,91.215,53.583,30.511,66.005,26.281
15,3,6,146.667,49.183,145.334,73.112,118.438,54.686,31.471,29.624,-0.57,94.708,-0.577,96.499,189.968,132.225,58.715,26.903,40.372,33.042
16,3,6,76.548,53.589,179.216,52.316,151.781,74.77,53.905,34.518,-17.93,82.57,50.548,44.89,149.322,64.987,34.382,27.611,66.202,13.333
17,3,6,169.84,56.506,175.703,50.466,148.372,65.918,50.622,36.258,-11.842,97.197,-22.344,89.399,168.018,86.223,59.449,33.586,32.554,23.844
18,4,6,88.25,71.789,120.172,89.842,154.95,87.862,52.592,19.033,41.902,81.137,21.25,70.693,199.872,95.579,46.912,30.72,63.488,28.206
19,4,6,102.526,85.005,163.57,58.081,141.015,82.964,44.451,21.282,26.301,73.404,34.162,45.745,185.785,65.525,49.073,23.639,43.423,37.197
20,4,6,135.362,22.365,123.299,96.165,96.566,88.819,64.464,28.484,-46.405,68.916,21.716,96.36,200.828,118.787,46.77,32.311,45.489,20.491
21,4,6,156.288,73.605,111.885,99.502,142.517,82.217,62.145,31.034,10.738,47.653,38.842,89.139,189.323,126.9,64.713,29.308,48.31,29.496
22,4,6,62.117,58.525,154.303,71.621,144.814,92.213,55.874,33.013,-72.542,35.632,34.025,27.317,164.67,111.492,47.268,40.036,37.923,24.642
23,4,6,166.882,72.912,106.879,89.436,139.003,95.166,39.266,37.485,1.78,65.742,-5.234,72.431,170.597,69.706,60.59,25.922,62.532,19.839
