well_index,group_id,num_replicates,RGB_R_mean,RGB_R_std,RGB_G_mean,RGB_G_std,RGB_B_mean,RGB_B_std,LAB_L_mean,LAB_L_std,LAB_A_mean,LAB_A_std,LAB_B_mean,LAB_B_std,HSV_H_mean,HSV_H_std,HSV_S_mean,HSV_S_std,HSV_V_mean,HSV_V_std
0,1,6,151.974,62.844,145.207,57.696,91.771,87.745,53.762,28.5,38.101,84.221,30.356,85.313,132.886,77.407,26.435,32.921,44.109,34.436
1,1,6,127.022,86.364,95.389,66.859,103.236,58.123,30.881,20.596,21.825,104.569,5.155,86.459,253.82,61.639,53.86,34.823,59.158,30.34
2,1,6,82.321,83.016,133.317,92.546,134.616,99.399,41.384,19.554,50.183,67.326,3.955,67.875,149.478,85.195,44.88,27.096,55.668,27.875
3,1,6,124.366,50.127,157.237,79.27,154.014,50.575,36.461,17.036,-24.22,110.962,-48.427,67.419,211.636,97.833,56.339,30.452,41.986,28.041
4,1,6,99.464,80.077,152.011,52.465,133.097,98.145,46.928,37.485,23.322,60.092,1.517,41.377,131.053,118.745,38.053,17.348,39.997,30.686
5,1,6,78.37,61.009,148.797,74.096,147.891,78.344,60.989,27.084,-21.14,42.679,7.386,64.561,175.553,111.377,34.113,12.33,58.073,23.009
6,2,6,136.022,97.565,114.674,73.274,126.632,98.369,57.014,28.737,55.245,61.638,-0.545,77.007,223.834,62.902,64.085,25.496,45.581,28.767
7,2,6,108.367,59.372,80.254,64.499,145.863,60.562,50.59,35.639,41.158,61.15,57.776,65.966,225.578,106.374,47.882,35.257,39.877,31.787
8,2,6,153.008,92.228,126.572,100.12,139.07,64.384,64.987,30.603,-38.554,76.317,45.117,66.239,232.034,100.982,48.912,30.142,59.925,33.103
9,2,6,198.76,34.698,121.209,94.378,109.007,66.922,37.36,21.988,-18.082,52.55,71.229,57.073,201.738,160.8,45.809,30.631,65.559,25.9
10,2,6,187.434,67.826,151.75,67.67,93.402,54.34,66.318,24.316,8.923,73.919,-0.81,87.039,191.697,86.718,52.861,36.685,37.949,36.006
11,2,6,66.604,76.368,168.476,78.013,132.436,61.97,64.358,31.095,-66.38,38.145,-52.355,81.533,217.014,85.289,62.348,27.378,61.616,27.155
12,3,6,90.796,83.419,172.111,56.935,159.495,58.218,62.177,18.555,13.206,60.494,15.712,69.724,236.578,73.169,35.708,24.872,67.528,29.493
13,3,6,99.957,59.761,144.94,79.025,129.064,103.101,37.869,19.535,-11.778,105.112,-55.952,89.202,213.563,102.779,25.209,26.328,43.052,26.763
14,3,6,135.704,75.679,146.165,82.821,128.619,91.544,38.802,24.48,-40.24,58.702,-40.648,70.023,205.391,151.492,51.995,29.678,44.879,35.717
15,3,6,94.878,82.256,117.147,74.418,119.742,79.773,41.223,33.952,-20.549,86.246,-52.056,66.409,166.249,138.36,41.934,28.982,39.027,29.018
16,3,6,131.87,79.472,166.079,53.373,140.857,89.068,63.662,36.438,50.01,67.785,5.616,88.642,189.665,139.229,65.239,25.024,47.418,33.954
17,3,6,91.696,76.123,198.424,62.499,160.93,66.159,56.283,32.539,15.052,76.139,45.974,42.529,206.554,100.001,61.085,38.599,52.968,24.609
18,4,6,78.157,67.48,112.533,69.602,134.885,78.428,51.168,22.91,13.403,101.226,-44.317,82.987,222.407,89.231,75.665,22.265,52.48,25.513
19,4,6,99.707,61.281,181.267,57.857,60.436,62.139,50.125,15.407,-53.047,70.878,24.952,45.46,215.515,89.741,77.905,17.003,54.591,32.696
20,4,6,119.964,77.052,158.4,95.227,121.616,113.254,54.412,27.202,-55.969,56.739,13.817,83.731,159.683,116.584,56.283,36.46,34.604,25.484
21,4,6,158.79,85.673,104.194,68.183,191.831,39.99,48.426,29.906,0.861,50.166,24.002,65.008,91.986,72.409,45.188,34.193,50.015,26.072
22,4,6,111.507,79.426,139.228,82.493,93.298,49.05,54.051,31.056,-48.241,62.061,37.316,65.647,184.463,127.963,49.398,33.451,63.488,33.243
23,4,6,160.984,88.844,61.462,67.634,112.352,108.845,30.698,29.068,5.753,66.1,-14.411,81.896,121.34,115.651,58.907,30.993,40.551,29.082
