group_id,color_space,channel,group_mean,group_std,measurement_uncertainty,process_uncertainty,uncertainty_ratio,num_wells,num_measurements
1,RGB,R,110.586,71.621,70.573,28.752,0.407,6,36
1,RGB,G,138.66,69.667,70.489,22.671,0.322,6,36
1,RGB,B,127.438,78.344,78.722,24.763,0.315,6,36
1,LAB,L,45.067,26.168,25.043,11.148,0.445,6,36
1,LAB,A,14.679,81.049,78.308,30.76,0.393,6,36
1,LAB,B,-0.01,69.514,68.834,25.945,0.377,6,36
1,HSV,H,175.738,98.137,92.033,48.802,0.53,6,36
1,HSV,S,42.28,27.308,25.828,11.612,0.45,6,36
1,HSV,V,49.832,28.276,29.065,8.718,0.3,6,36
2,RGB,R,141.699,82.718,71.343,49.514,0.694,6,36
2,RGB,G,127.156,79.973,79.659,30.671,0.385,6,36
2,RGB,B,124.402,66.647,67.758,19.714,0.291,6,36
2,LAB,L,56.771,28.863,28.73,11.236,0.391,6,36
2,LAB,A,-2.948,71.948,60.62,46.89,0.773,6,36
2,LAB,B,20.069,80.247,72.476,46.417,0.64,6,36
2,HSV,H,215.316,98.244,100.511,15.508,0.154,6,36
2,HSV,S,53.65,29.756,30.931,7.777,0.251,6,36
2,HSV,V,51.751,30.49,30.453,12.036,0.395,6,36
3,RGB,R,107.484,73.383,76.118,20.661,0.271,6,36
3,RGB,G,157.478,68.962,68.178,27.844,0.408,6,36
3,RGB,B,139.784,78.237,81.31,17.193,0.211,6,36
3,LAB,L,50.003,28.619,27.583,12.033,0.436,6,36
3,LAB,A,0.95,77.53,75.746,31.865,0.421,6,36
3,LAB,B,-13.559,77.769,71.088,41.909,0.59,6,36
3,HSV,H,203.0,113.854,117.505,23.604,0.201,6,36
3,HSV,S,46.862,30.634,28.914,15.388,0.532,6,36
3,HSV,V,49.145,29.467,29.926,10.131,0.339,6,36
4,RGB,R,121.518,77.712,76.626,32.879,0.429,6,36
4,RGB,G,126.181,79.471,73.499,42.664,0.58,6,36
4,RGB,B,119.07,84.793,75.284,44.041,0.585,6,36
4,LAB,L,48.147,25.846,25.925,8.851,0.341,6,36
4,LAB,A,-22.873,71.359,67.862,32.705,0.482,6,36
4,LAB,B,6.893,72.515,70.788,30.557,0.432,6,36
4,HSV,H,165.899,107.427,101.93,51.936,0.51,6,36
4,HSV,S,60.558,30.369,29.061,13.498,0.464,6,36
4,HSV,V,49.288,28.382,28.682,10.319,0.36,6,36
