group_id,well_index,r_norm,g_norm,b_norm,r0,g0,b0,rgb_error
1,0,0.3922313270677459,0.34712204049320683,0.2606466324390473,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.094564573694249
1,1,0.38244851525581935,0.3580435797211365,0.25950790502304416,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.09204939563637819
1,2,0.39599262544177893,0.35572598846598835,0.24828138609223263,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.10798820130423745
1,3,0.3814812400711996,0.3521554381222944,0.266363321806506,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.08460186165698887
1,4,0.3821949291126684,0.35853120915709,0.2592738617302416,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.09223445030064281
1,5,0.37021793795589875,0.3704826127985736,0.25929944924552784,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0906728129930693
2,6,0.4781690407673051,0.23515244550935402,0.28667851372334086,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.36874864174978605
2,7,0.4369997354172539,0.2631685253748688,0.29983173920787726,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.4181705475722662
2,8,0.4603721724480722,0.2480450581925265,0.2915827693594013,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.38995800233986777
2,9,0.4788793665985122,0.2468914213881009,0.2742292120133869,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.3665843255055649
2,10,0.45271215598101194,0.2561387565128497,0.2911490875061384,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.398891400445418
2,11,0.43822825219473266,0.25538551833576073,0.30638622946950667,0.7777777777777778,0.11111111111111113,0.11111111111111113,0.4174222763025237
3,12,0.4244724270449794,0.39312246521771343,0.18240510773730717,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5012363292494095
3,13,0.4255503922031776,0.4077212789452915,0.16672832885153097,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.4887812892603795
3,14,0.4301824511220868,0.4045530889171719,0.16526445996074127,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.4939997708330698
3,15,0.427673620634782,0.3851773637555948,0.18714901560962321,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5100281075066732
3,16,0.432621047159749,0.3867740258632744,0.18060492697697664,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.5109618023226555
3,17,0.4326579919211473,0.40026609382293954,0.1670759142559131,0.11111111111111113,0.7777777777777778,0.11111111111111113,0.4990386029879028
4,18,0.23607741424476644,0.3920047263980368,0.37191785935719696,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.509156236737028
4,19,0.2570153164728623,0.3812286352382029,0.3617560482889348,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5170353889142233
4,20,0.23553242526460072,0.3586208333942357,0.4058467413411635,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.46376116903549064
4,21,0.2037159072220571,0.37261729242825115,0.4236668003496917,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.4498396552827433
4,22,0.3447580945350918,0.31094493130795303,0.34429697415695504,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5314415072849917
4,23,0.3488440134264173,0.3430445031299653,0.3081114834436174,0.11111111111111113,0.11111111111111113,0.7777777777777778,0.5752360030545833
