well_index,group_id,replicate_id,measurement_id,timestamp,RGB_R,RGB_G,RGB_B,LAB_L,LAB_A,LAB_B,HSV_H,HSV_S,HSV_V
0,1,1,well_00_rep_01,2026-01-30T16:20:28.105934,195.943,173.867,130.936,71.796,2.191,25.147,39.173,33.366,76.59
0,1,2,well_00_rep_02,2026-01-30T16:20:36.101695,195.593,172.618,129.776,71.651,1.538,25.593,39.797,34.068,76.481
0,1,3,well_00_rep_03,2026-01-30T16:20:44.103050,195.699,172.942,130.064,71.609,1.668,25.475,39.992,33.658,76.48
0,1,4,well_00_rep_04,2026-01-30T16:20:52.104959,194.542,172.287,128.888,71.843,2.138,24.822,39.995,33.611,76.644
0,1,5,well_00_rep_05,2026-01-30T16:21:00.107425,195.909,173.139,129.962,71.721,1.773,25.383,40.014,34.417,76.196
0,1,6,well_00_rep_06,2026-01-30T16:21:08.109891,195.079,173.036,129.703,71.635,1.666,25.43,40.215,34.478,75.98
1,1,1,well_01_rep_01,2026-01-30T16:21:16.781802,175.444,164.444,119.332,67.169,-3.0,25.023,47.442,32.828,68.233
1,1,2,well_01_rep_02,2026-01-30T16:21:24.758596,175.188,163.971,119.048,66.782,-2.769,25.11,48.0,32.119,68.646
1,1,3,well_01_rep_03,2026-01-30T16:21:32.759842,173.987,162.669,117.563,67.613,-2.953,24.986,47.658,32.207,68.818
1,1,4,well_01_rep_04,2026-01-30T16:21:40.756502,174.091,163.11,117.926,67.505,-2.277,25.11,48.0,32.345,68.312
1,1,5,well_01_rep_05,2026-01-30T16:21:48.758907,175.569,164.569,119.546,67.369,-3.0,25.0,47.968,32.475,68.122
1,1,6,well_01_rep_06,2026-01-30T16:21:56.754399,174.609,163.193,118.301,67.191,-3.0,25.0,47.801,32.311,68.591
2,1,1,well_02_rep_01,2026-01-30T16:22:05.415420,176.334,157.099,107.933,66.479,-1.111,26.679,43.616,36.362,69.517
2,1,2,well_02_rep_02,2026-01-30T16:22:13.402683,177.361,160.644,113.026,66.474,-1.752,26.999,44.044,36.335,69.759
2,1,3,well_02_rep_03,2026-01-30T16:22:21.403391,177.476,161.154,113.061,66.428,-1.551,28.087,44.276,37.665,69.047
2,1,4,well_02_rep_04,2026-01-30T16:22:29.409453,177.384,160.155,113.123,65.785,0.057,27.095,45.389,35.173,69.176
2,1,5,well_02_rep_05,2026-01-30T16:22:37.406138,177.347,158.211,110.278,66.086,-0.469,27.672,44.955,35.954,69.501
2,1,6,well_02_rep_06,2026-01-30T16:22:45.410165,177.516,158.021,109.326,66.498,-1.264,26.323,45.941,35.667,68.698
3,1,1,well_03_rep_01,2026-01-30T16:22:54.061301,192.501,180.986,137.917,57.119,0.621,18.277,47.154,29.706,75.238
3,1,2,well_03_rep_02,2026-01-30T16:23:02.055698,191.879,179.299,134.913,73.231,-2.325,23.958,46.923,29.151,75.12
3,1,3,well_03_rep_03,2026-01-30T16:23:10.058149,156.548,139.118,105.625,73.308,-2.769,24.395,47.264,28.759,75.606
3,1,4,well_03_rep_04,2026-01-30T16:23:18.057538,191.716,179.745,136.042,57.045,-0.081,18.709,47.16,29.478,75.281
3,1,5,well_03_rep_05,2026-01-30T16:23:26.052317,191.544,179.697,135.769,73.751,-2.771,23.752,40.814,38.617,68.666
3,1,6,well_03_rep_06,2026-01-30T16:23:34.059987,176.113,156.872,118.002,73.136,-2.353,23.761,47.467,29.214,75.548
4,1,1,well_04_rep_01,2026-01-30T16:23:43.999723,181.671,170.256,123.232,69.585,-2.835,25.516,48.575,31.783,71.407
4,1,2,well_04_rep_02,2026-01-30T16:23:52.001031,181.411,170.041,123.281,69.587,-2.855,25.291,48.341,31.962,71.104
4,1,3,well_04_rep_03,2026-01-30T16:24:00.009462,181.613,170.469,122.748,70.03,-3.271,25.656,48.493,32.353,71.101
4,1,4,well_04_rep_04,2026-01-30T16:24:08.007057,181.947,170.799,124.369,69.614,-3.035,25.212,47.983,31.668,71.203
4,1,5,well_04_rep_05,2026-01-30T16:24:16.009651,181.606,170.439,122.055,69.693,-2.819,25.354,47.971,31.835,71.158
4,1,6,well_04_rep_06,2026-01-30T16:24:24.005253,181.337,170.119,123.469,69.594,-3.112,25.273,48.001,31.388,71.566
5,1,1,well_05_rep_01,2026-01-30T16:24:32.657648,165.883,165.781,115.869,66.821,-7.991,25.565,59.755,30.088,65.077
5,1,2,well_05_rep_02,2026-01-30T16:24:40.652738,165.849,165.76,115.331,66.815,-7.472,25.333,59.784,30.291,65.055
5,1,3,well_05_rep_03,2026-01-30T16:24:48.654988,165.611,165.361,115.64,66.904,-8.014,25.901,59.54,30.271,65.048
5,1,4,well_05_rep_04,2026-01-30T16:24:56.657415,166.159,166.424,117.092,66.692,-7.621,25.883,59.037,29.905,65.083
5,1,5,well_05_rep_05,2026-01-30T16:25:04.657762,165.189,165.774,115.556,66.962,-7.802,25.427,59.927,29.97,65.326
5,1,6,well_05_rep_06,2026-01-30T16:25:12.655492,165.831,166.133,117.072,67.489,-8.277,25.101,59.123,29.861,65.15
