group_id,color_space,channel,group_mean,group_std,measurement_uncertainty,process_uncertainty,uncertainty_ratio,num_wells,num_measurements
1,RGB,R,123.229,83.253,87.72,8.733,0.1,6,36
1,RGB,G,125.429,85.94,71.429,56.898,0.797,6,36
1,RGB,B,128.128,76.788,75.296,30.91,0.411,6,36
1,LAB,L,56.481,25.768,26.315,5.668,0.215,6,36
1,LAB,A,-5.519,70.411,68.629,26.121,0.381,6,36
1,LAB,B,-0.834,71.939,73.736,18.875,0.256,6,36
1,HSV,H,226.06,100.955,103.204,32.056,0.311,6,36
1,HSV,S,51.351,26.986,26.498,10.134,0.382,6,36
1,HSV,V,42.473,27.258,25.797,12.785,0.496,6,36
2,RGB,R,119.522,74.943,72.334,34.797,0.481,6,36
2,RGB,G,128.9,72.594,73.415,23.815,0.324,6,36
2,RGB,B,120.084,75.627,73.971,32.496,0.439,6,36
2,LAB,L,46.77,29.277,29.348,9.035,0.308,6,36
2,LAB,A,16.797,75.032,73.245,21.579,0.295,6,36
2,LAB,B,-9.317,72.971,72.182,29.767,0.412,6,36
2,HSV,H,188.094,112.037,112.419,30.17,0.268,6,36
2,HSV,S,58.101,33.964,33.598,13.088,0.39,6,36
2,HSV,V,52.308,27.047,24.475,14.379,0.588,6,36
3,RGB,R,122.473,71.227,70.184,28.528,0.406,6,36
3,RGB,G,121.806,73.055,72.625,26.23,0.361,6,36
3,RGB,B,133.165,70.788,68.769,31.846,0.463,6,36
3,LAB,L,53.953,27.228,26.289,12.36,0.47,6,36
3,LAB,A,-1.726,74.739,68.35,37.792,0.553,6,36
3,LAB,B,17.16,72.384,61.974,45.444,0.733,6,36
3,HSV,H,168.086,88.1,87.243,34.515,0.396,6,36
3,HSV,S,40.455,28.402,28.169,10.862,0.386,6,36
3,HSV,V,50.726,33.198,33.079,11.554,0.349,6,36
4,RGB,R,122.156,77.765,73.729,37.037,0.502,6,36
4,RGB,G,128.134,72.315,72.996,18.136,0.248,6,36
4,RGB,B,113.537,68.399,65.589,31.586,0.482,6,36
4,LAB,L,52.127,31.987,33.609,6.701,0.199,6,36
4,LAB,A,19.972,76.349,72.688,31.309,0.431,6,36
4,LAB,B,11.959,60.294,57.345,29.877,0.521,6,36
4,HSV,H,180.126,103.764,109.134,21.28,0.195,6,36
4,HSV,S,52.556,28.982,25.781,15.521,0.602,6,36
4,HSV,V,46.106,25.858,25.284,10.771,0.426,6,36
