group_id,channel,channel_type,avg_std,avg_mean,norm_std,cv_percent
1,RGB_R,raw,1.6729999999999998,212.6161666666667,0.006560784313725489,0.7868639653460029
1,RGB_G,raw,0.7908333333333332,170.71833333333336,0.003101307189542483,0.46323866798137264
1,RGB_B,raw,1.8941666666666668,7.042000000000001,0.007428104575163399,26.898134999526647
1,LAB_L,raw,0.07366666666666666,71.733,0.0007366666666666666,0.10269564449648927
1,LAB_A,raw,0.9583333333333335,2.6295000000000006,0.0037581699346405234,36.44545857894403
1,LAB_B,raw,0.245,73.6025,0.0009607843137254901,0.3328691280866818
1,HSV_H,raw,0.39283333333333337,48.015833333333326,0.0010912037037037038,0.8181329075478577
1,HSV_S,raw,0.45116666666666655,96.77933333333333,0.0045116666666666656,0.4661807961754919
1,HSV_V,raw,0.31083333333333335,83.23233333333334,0.0031083333333333336,0.3734526245809921
2,RGB_R,raw,1.7016666666666669,249.24233333333333,0.006673202614379085,0.682735811332211
2,RGB_G,raw,1.0911666666666668,88.19400000000002,0.004279084967320262,1.2372345813396226
2,RGB_B,raw,0.33966666666666673,17.144166666666667,0.00133202614379085,1.9812375443542511
2,LAB_L,raw,0.07616666666666666,59.39366666666667,0.0007616666666666666,0.12824038477727703
2,LAB_A,raw,0.43933333333333335,58.7455,0.0017228758169934642,0.7478587012338533
2,LAB_B,raw,0.22833333333333336,65.469,0.0008954248366013072,0.34876557352843846
2,HSV_H,raw,0.19516666666666668,18.354666666666667,0.0005421296296296297,1.0633081505157636
2,HSV_S,raw,0.1396666666666667,93.25233333333334,0.001396666666666667,0.14977283857061666
2,HSV_V,raw,0.1428333333333333,97.84666666666668,0.001428333333333333,0.14597669823533416
3,RGB_R,raw,0.9256666666666667,230.94950000000003,0.0036300653594771243,0.40080912349525183
3,RGB_G,raw,0.3891666666666667,214.9506666666667,0.0015261437908496735,0.18104929503203834
3,RGB_B,raw,1.0043333333333333,19.9375,0.003938562091503268,5.037408568443051
3,LAB_L,raw,0.0325,84.87183333333333,0.000325,0.03829303400617795
3,LAB_A,raw,0.31483333333333335,-11.602333333333334,0.001234640522875817,-2.713534633838021
3,LAB_B,raw,0.05833333333333334,82.471,0.00022875816993464054,0.07073193405358652
3,HSV_H,raw,0.20149999999999998,55.26233333333332,0.0005597222222222222,0.364624488047917
3,HSV_S,raw,0.22783333333333333,91.55033333333334,0.002278333333333333,0.24886128213623834
3,HSV_V,raw,0.15400000000000003,90.76383333333332,0.0015400000000000004,0.16967110614910863
4,RGB_R,raw,1.4029999999999998,175.64266666666666,0.005501960784313724,0.7987808581058513
4,RGB_G,raw,0.4566666666666667,215.29066666666665,0.0017908496732026145,0.21211633264795504
4,RGB_B,raw,1.6175,176.78933333333336,0.00634313725490196,0.9149307650536984
4,LAB_L,raw,0.04066666666666666,82.56233333333334,0.0004066666666666666,0.049255713864675976
4,LAB_A,raw,0.516,-20.362833333333334,0.002023529411764706,-2.5340284996357743
