well_index,group_id,num_replicates,RGB_R_mean,RGB_R_std,RGB_G_mean,RGB_G_std,RGB_B_mean,RGB_B_std,LAB_L_mean,LAB_L_std,LAB_A_mean,LAB_A_std,LAB_B_mean,LAB_B_std,HSV_H_mean,HSV_H_std,HSV_S_mean,HSV_S_std,HSV_V_mean,HSV_V_std
0,1,6,76.272,70.04,127.53,79.214,119.393,88.115,47.031,27.757,-10.209,110.09,4.522,67.276,183.264,141.627,29.785,21.591,60.645,28.026
1,1,6,83.11,77.885,124.211,79.472,56.806,48.342,57.839,31.583,-16.375,48.305,12.356,69.36,109.761,88.979,65.337,26.287,57.832,40.976
2,1,6,106.088,63.955,101.628,91.087,68.674,44.403,48.718,25.445,21.744,71.636,-5.351,94.249,153.617,69.571,55.57,23.058,29.004,19.619
3,1,6,105.651,50.904,114.172,90.52,109.087,77.417,32.22,30.212,-22.373,79.387,-36.86,71.331,195.891,102.213,50.664,25.425,48.247,36.993
4,1,6,184.427,52.685,109.714,94.349,148.731,56.095,59.897,35.637,-13.108,85.632,14.007,79.684,175.069,137.935,53.013,17.83,69.703,25.575
5,1,6,94.85,85.178,120.548,84.973,174.017,44.852,57.495,27.195,-66.449,44.422,31.186,65.113,220.082,131.384,54.509,27.313,50.907,33.687
6,2,6,143.433,108.179,97.868,75.333,137.759,82.249,47.209,40.61,2.623,79.056,-23.565,50.214,164.527,127.611,19.836,21.753,46.307,36.328
7,2,6,153.772,71.965,136.478,85.495,174.988,75.953,62.472,23.303,36.878,62.682,-26.186,48.614,170.236,122.749,47.242,31.431,49.405,31.496
8,2,6,105.092,85.833,114.397,33.137,165.469,64.237,37.426,40.977,-36.472,79.427,-13.42,71.412,90.92,131.419,61.38,24.419,58.12,35.931
9,2,6,135.0,76.822,127.643,87.111,110.456,39.892,33.0,26.046,28.034,47.201,-6.166,59.899,181.224,95.658,46.65,32.786,45.993,33.785
10,2,6,131.024,78.907,88.298,81.656,141.697,48.984,33.225,28.348,20.522,86.793,-47.777,50.88,208.151,96.429,54.13,20.512,76.67,16.115
11,2,6,85.789,90.422,122.53,69.814,121.095,76.13,49.538,34.007,25.215,69.496,31.623,55.538,206.409,134.037,36.523,15.64,32.836,32.723
12,3,6,99.966,58.337,123.949,82.476,135.313,84.005,75.18,36.366,9.102,67.811,4.626,56.242,227.484,129.865,48.901,26.403,54.702,30.822
13,3,6,91.991,52.511,80.464,48.624,126.023,83.425,72.587,25.466,-4.639,45.671,2.422,75.622,185.407,71.613,38.959,27.685,57.455,32.895
14,3,6,144.558,73.591,124.567,88.877,160.436,86.831,30.503,29.701,-64.822,53.889,-40.313,89.188,184.34,100.886,85.9,17.787,54.707,34.963
15,3,6,112.336,83.801,163.13,81.084,151.708,109.865,54.285,31.737,-32.945,79.315,-54.487,70.326,123.23,27.826,34.574,34.918,52.554,28.188
16,3,6,109.199,78.103,70.302,62.95,146.019,79.538,30.23,32.448,-26.912,50.83,3.979,86.529,192.58,111.812,43.901,30.567,32.386,17.601
17,3,6,113.38,62.853,149.843,89.69,144.117,87.115,71.171,22.153,-5.54,77.296,-13.022,69.526,190.664,111.177,49.319,37.141,68.09,25.19
18,4,6,152.555,93.231,122.032,87.369,118.36,76.548,28.905,34.053,4.281,67.572,10.73,100.159,172.465,83.688,56.976,20.868,42.889,25.393
19,4,6,168.309,88.057,176.328,36.5,140.149,89.683,54.114,18.794,-50.071,42.63,2.805,64.832,159.226,118.803,65.662,28.63,73.506,18.24
20,4,6,56.897,38.909,133.3,75.408,123.593,74.168,64.469,28.891,-64.256,35.749,-7.734,46.634,170.861,85.789,44.15,21.637,55.037,20.279
21,4,6,135.213,74.596,136.212,53.594,112.909,91.669,40.1,8.87,5.557,85.974,9.265,79.546,173.769,128.883,44.046,32.499,45.187,33.263
22,4,6,161.696,54.732,71.303,54.376,129.821,94.614,49.658,41.395,-5.551,100.648,-38.926,82.531,197.742,101.649,39.808,16.34,63.398,19.283
23,4,6,91.094,56.777,174.156,36.268,134.636,59.48,62.015,27.806,-4.449,83.173,-60.966,39.93,190.236,114.14,36.051,21.219,61.54,26.972
