group_id,well_index,color_space,channel,value
1,0,RGB,R',0.3507997788668333
1,0,RGB,G',0.3344153681379689
1,0,RGB,B',0.31478485299519776
1,1,RGB,R',0.3492814358306953
1,1,RGB,G',0.3309702004883106
1,1,RGB,B',0.3197483636809941
1,2,RGB,R',0.3466056289194769
1,2,RGB,G',0.328587551695232
1,2,RGB,B',0.3248068193852911
1,3,RGB,R',0.29474017404685876
1,3,RGB,G',0.3516460743158615
1,3,RGB,B',0.35361375163727987
1,4,RGB,R',0.3096002220187379
1,4,RGB,G',0.34489644945768144
1,4,RGB,B',0.3455033285235808
1,5,RGB,R',0.32849608173772227
1,5,RGB,G',0.3422764939896308
1,5,RGB,B',0.32922742427264706
2,6,RGB,R',0.4463735240478928
2,6,RGB,G',0.2782567050422535
2,6,RGB,B',0.2753697709098535
2,7,RGB,R',0.459179656140158
2,7,RGB,G',0.2705433271824985
2,7,RGB,B',0.2702770166773435
2,8,RGB,R',0.463304888827901
2,8,RGB,G',0.26317210230732796
2,8,RGB,B',0.27352300886477104
2,9,RGB,R',0.47663693242601035
2,9,RGB,G',0.2576675487306971
2,9,RGB,B',0.2656955188432925
2,10,RGB,R',0.4563272087075677
2,10,RGB,G',0.2692298029985605
2,10,RGB,B',0.27444298829387176
2,11,RGB,R',0.47897312143507575
2,11,RGB,G',0.25551650077465665
2,11,RGB,B',0.2655103777902676
3,12,RGB,R',0.31450761969963353
3,12,RGB,G',0.35376073348567494
3,12,RGB,B',0.33173164681469164
3,13,RGB,R',0.3237703005673941
3,13,RGB,G',0.3556770187216141
3,13,RGB,B',0.32055268071099186
3,14,RGB,R',0.3242056482585798
3,14,RGB,G',0.3567607901491254
3,14,RGB,B',0.31903356159229485
3,15,RGB,R',0.3435893503222481
3,15,RGB,G',0.3446742733646826
3,15,RGB,B',0.3117363763130694
3,16,RGB,R',0.32670445939179893
3,16,RGB,G',0.35323346956833795
3,16,RGB,B',0.3200620710398631
3,17,RGB,R',0.35724529272685535
3,17,RGB,G',0.3370063227498941
3,17,RGB,B',0.3057483845232506
4,18,RGB,R',0.17781042075918754
4,18,RGB,G',0.39444670318824554
4,18,RGB,B',0.4277428760525669
4,19,RGB,R',0.1914038217826471
4,19,RGB,G',0.39252116521410696
4,19,RGB,B',0.41607501300324595
4,20,RGB,R',0.16875194187976936
4,20,RGB,G',0.397836485984216
4,20,RGB,B',0.43341157213601456
4,21,RGB,R',0.19474491276025657
4,21,RGB,G',0.3898446255531562
4,21,RGB,B',0.4154104616865874
4,22,RGB,R',0.25996076536434076
4,22,RGB,G',0.36587565742849865
4,22,RGB,B',0.37416357720716065
4,23,RGB,R',0.21842620352726205
4,23,RGB,G',0.38167637741648675
4,23,RGB,B',0.39989741905625115
1,0,LAB,L',0.8473350000000001
1,0,LAB,C',0.17770753494152255
1,0,LAB,h',0.23180323558903018
1,1,LAB,L',0.8890716666666667
1,1,LAB,C',0.1079162557699525
1,1,LAB,h',0.18346727305834318
1,2,LAB,L',0.8915266666666668
1,2,LAB,C',0.07046769673640181
1,2,LAB,h',0.09400121446728792
1,3,LAB,L',0.89709
1,3,LAB,C',0.2794080342207006
1,3,LAB,h',0.552296858713465
1,4,LAB,L',0.8622650000000001
1,4,LAB,C',0.13982270726229018
1,4,LAB,h',0.553296906463192
1,5,LAB,L',0.9097516666666666
1,5,LAB,C',0.08867488475324857
1,5,LAB,h',0.4071050597840612
2,6,LAB,L',0.8417133333333333
2,6,LAB,C',0.7165421096441739
2,6,LAB,h',0.06175644292540975
2,7,LAB,L',0.8278300000000001
2,7,LAB,C',0.8288008395562367
2,7,LAB,h',0.05614814252814253
2,8,LAB,L',0.7990083333333334
2,8,LAB,C',0.8882317035705307
2,8,LAB,h',0.04528096946073532
2,9,LAB,L',0.8341233333333333
2,9,LAB,C',0.9808667588154945
2,9,LAB,h',0.0486561966241581
2,10,LAB,L',0.8453416666666668
2,10,LAB,C',0.8477945754882793
2,10,LAB,h',0.049300495258872146
